Borrower_ID,Borrower_Name,CIN,PAN,Sector,City,Risk_Profile,External_Rating,Sanctioned_Limit_Cr,Annual_Turnover_Cr,Total_Debt_Cr,TNW_Cr,Promoter_Holding_Pct,EWS-001_Value,EWS-001_Score,EWS-001_Critical,EWS-002_Value,EWS-002_Score,EWS-002_Critical,EWS-003_Value,EWS-003_Score,EWS-003_Critical,EWS-004_Value,EWS-004_Score,EWS-004_Critical,EWS-005_Value,EWS-005_Score,EWS-005_Critical,EWS-006_Value,EWS-006_Score,EWS-006_Critical,EWS-007_Value,EWS-007_Score,EWS-007_Critical,EWS-008_Value,EWS-008_Score,EWS-008_Critical,EWS-009_Value,EWS-009_Score,EWS-009_Critical,EWS-010_Value,EWS-010_Score,EWS-010_Critical,EWS-011_Value,EWS-011_Score,EWS-011_Critical,EWS-012_Value,EWS-012_Score,EWS-012_Critical,EWS-013_Value,EWS-013_Score,EWS-013_Critical,EWS-014_Value,EWS-014_Score,EWS-014_Critical,EWS-015_Value,EWS-015_Score,EWS-015_Critical,EWS-016_Value,EWS-016_Score,EWS-016_Critical,EWS-017_Value,EWS-017_Score,EWS-017_Critical,EWS-018_Value,EWS-018_Score,EWS-018_Critical,EWS-019_Value,EWS-019_Score,EWS-019_Critical,EWS-020_Value,EWS-020_Score,EWS-020_Critical,EWS-021_Value,EWS-021_Score,EWS-021_Critical,EWS-022_Value,EWS-022_Score,EWS-022_Critical,EWS-023_Value,EWS-023_Score,EWS-023_Critical,EWS-024_Value,EWS-024_Score,EWS-024_Critical,EWS-025_Value,EWS-025_Score,EWS-025_Critical,EWS-026_Value,EWS-026_Score,EWS-026_Critical,EWS-027_Value,EWS-027_Score,EWS-027_Critical,EWS-028_Value,EWS-028_Score,EWS-028_Critical,EWS-029_Value,EWS-029_Score,EWS-029_Critical,EWS-030_Value,EWS-030_Score,EWS-030_Critical,EWS-031_Value,EWS-031_Score,EWS-031_Critical,EWS-032_Value,EWS-032_Score,EWS-032_Critical,EWS-033_Value,EWS-033_Score,EWS-033_Critical,EWS-034_Value,EWS-034_Score,EWS-034_Critical,EWS-035_Value,EWS-035_Score,EWS-035_Critical,EWS-036_Value,EWS-036_Score,EWS-036_Critical,EWS-037_Value,EWS-037_Score,EWS-037_Critical,EWS-038_Value,EWS-038_Score,EWS-038_Critical,EWS-039_Value,EWS-039_Score,EWS-039_Critical,EWS-040_Value,EWS-040_Score,EWS-040_Critical,EWS-041_Value,EWS-041_Score,EWS-041_Critical,EWS-042_Value,EWS-042_Score,EWS-042_Critical,EWS-043_Value,EWS-043_Score,EWS-043_Critical,Overall_Normalized_Score,Critical_Indicator_Override,Critical_Combination_Override,Critical_Combination,Risk_Band,Final_Status
BORR-0026,Bhatti-Kakar,DWYJVTZDLZSZBLRNV488571,CQUKA7882P,Construction,Delhi,Healthy,AA+,66.21,202.54,54.48,72.35,56.68,52.67,25,False,1,25,False,8.16,25,False,0,0,False,8.2,25,False,0.0,0,False,-1.88,0,False,1.26,25,False,-2.93,0,False,18.63,50,False,9.35,25,False,0.69,0,False,7.76,0,False,13.58,25,False,7.07,25,False,0,0,False,0,0,False,0,0.0,False,-8.32,0,False,False,0,False,False,0,False,9.41,25,False,11.92,50,False,5.2,25,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,2.41,0,False,0,0.0,False,2,40.0,False,2,25,False,76.21,0,False,0,0.0,False,False,0,False,1,20.0,False,10.28,50,False,7.91,25,False,0.0,0,False,1.8,25,False,1.24,25,False,1.8,25,False,13.604651162790697,False,True,Non-core repayment source + rising unsecured loans,Green,Critical
BORR-0027,"Murty, Kala and Tata",UITZRYPOLNXSIKHCI572700,HYOST7209K,Logistics,Mumbai,Healthy,A+,21.68,57.34,24.42,11.67,59.72,52.94,25,False,0,0,False,6.54,25,False,0,0,False,26.11,50,False,0.0,0,False,1.35,0,False,-1.14,25,False,8.76,25,False,5.24,25,False,2.92,0,False,15.3,50,False,4.41,0,False,19.66,50,False,10.76,50,False,0,0,False,0,0,False,0,0.0,False,-0.75,0,False,False,0,False,False,0,False,11.68,25,False,0.0,0,False,7.71,25,False,False,0,False,0,0,False,False,0,False,1,50,False,False,0,False,5.69,25,False,2,40.0,False,0,0.0,False,1,25,False,70.62,0,False,0,0.0,False,False,0,False,0,0.0,False,6.98,25,False,7.54,25,False,6.09,25,False,1.61,25,False,1.26,25,False,1.4,50,False,16.046511627906977,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0028,Shanker-Dhar,WIRAQGCHLXNPRYHWP777278,WPOZA2524J,Food Processing,Bengaluru,Healthy,A+,71.0,263.93,73.18,113.29,55.22,53.97,25,False,0,0,False,0.0,0,False,0,0,False,12.5,25,False,0.17,0,False,-1.58,0,False,-2.58,50,False,6.25,25,False,0.74,0,False,2.71,0,False,4.91,0,False,2.07,0,False,11.02,25,False,1.79,0,False,0,0,False,0,0,False,2,50.0,False,1.0,0,False,False,0,False,False,0,False,1.58,0,False,0.0,0,False,14.51,25,False,False,0,False,0,0,False,False,0,False,1,50,False,False,0,False,2.58,0,False,0,0.0,False,1,20.0,False,1,25,False,77.39,0,False,0,0.0,False,False,0,False,0,0.0,False,2.4,0,False,6.96,25,False,0.0,0,False,2.01,0,False,1.45,25,False,1.92,25,False,9.186046511627907,False,True,Non-core repayment source + rising unsecured loans,Green,Critical
BORR-0029,Dewan-Koshy,XRKLWOIJLIHDXGKDX661894,YWFGG8933I,Renewable Energy,Vadodara,Healthy,AA-,52.85,99.42,49.6,31.38,64.48,53.1,25,False,0,0,False,0.0,0,False,1,50,False,0.0,0,False,4.8,0,False,3.68,0,False,-2.93,50,False,-11.67,0,False,1.69,0,False,-1.0,0,False,0.0,0,False,10.74,0,False,10.07,25,False,15.07,50,False,0,0,False,0,0,False,1,25.0,False,-9.35,0,False,False,0,False,False,0,False,8.56,25,False,8.61,25,False,18.08,50,False,False,0,False,1,25,False,False,0,False,0,0,False,False,0,False,13.34,50,False,0,0.0,False,0,0.0,False,0,0,False,83.69,0,False,0,0.0,False,False,0,False,0,0.0,False,19.42,50,False,6.18,25,False,2.91,0,False,1.81,25,False,1.84,25,False,1.69,25,False,12.790697674418604,False,False,,Green,Green
BORR-0030,"Yohannan, Lall and Sangha",LFJAWREILBBRJWEUY614723,DASJP8843O,Power,Hyderabad,Watch,A-,38.85,135.41,43.3,25.08,44.22,55.86,25,False,2,50,False,12.93,50,False,0,0,False,20.54,50,False,12.04,50,False,-1.32,0,False,-5.31,75,False,11.73,25,False,14.5,25,False,6.6,25,False,27.52,50,False,25.97,0,False,10.17,25,False,12.79,50,False,2,25,False,2,25,False,2,50.0,False,-10.57,0,False,False,0,False,False,0,False,16.8,50,False,2.78,0,False,0.0,0,False,False,0,False,0,0,False,False,0,False,2,75,False,False,0,False,9.37,25,False,2,40.0,False,4,80.0,False,6,50,False,72.87,0,False,3,60.0,False,False,0,False,0,0.0,False,15.5,50,False,5.74,25,False,7.45,25,False,1.79,25,False,2.42,50,False,1.62,25,False,27.441860465116278,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0031,"Rastogi, Pathak and Kanda",SUVBEEZSLJCHDRYNT725084,ZTHYQ7232O,Logistics,Kolkata,Healthy,AAA,43.38,99.31,43.36,43.47,49.87,54.04,25,False,0,0,False,11.51,50,False,0,0,False,12.2,25,False,0.0,0,False,0.77,0,False,-0.44,25,False,17.07,50,False,10.64,25,False,4.89,0,False,0.0,0,False,6.42,0,False,0.0,0,False,2.15,0,False,0,0,False,0,0,False,0,0.0,False,-0.81,0,False,False,0,False,False,0,False,6.43,25,False,0.0,0,False,9.58,25,False,False,0,False,0,0,False,False,0,False,1,50,False,False,0,False,14.84,50,False,1,20.0,False,1,20.0,False,1,25,False,86.86,0,False,1,20.0,False,False,0,False,0,0.0,False,3.7,0,False,7.95,25,False,7.87,25,False,1.64,25,False,1.89,25,False,2.09,0,False,12.44186046511628,False,False,,Green,Green
BORR-0032,Upadhyay Group,DYGUGIVCLFHFRCFAN572387,WTPJB4792J,Auto Components,Vadodara,Healthy,A,425.4,1155.49,385.04,424.48,49.14,48.75,0,False,0,0,False,0.0,0,False,1,50,False,18.3,50,False,2.24,0,False,13.41,0,False,-2.33,50,False,8.23,25,False,17.59,50,False,22.05,50,False,35.27,75,False,18.82,0,False,18.24,50,False,10.94,50,False,0,0,False,1,25,False,0,0.0,False,-4.6,0,False,False,0,False,False,0,False,6.73,25,False,7.48,25,False,14.66,25,False,False,0,False,1,25,False,False,0,False,0,0,False,False,0,False,3.05,0,False,0,0.0,False,0,0.0,False,0,0,False,78.82,0,False,0,0.0,False,False,0,False,0,0.0,False,0.0,0,False,14.27,50,False,13.38,50,False,2.09,0,False,1.38,25,False,1.69,25,False,16.86046511627907,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0033,Batta Inc,NDRHUEIELCBFZJTXS402630,ODOWJ7594I,Steel,Coimbatore,Stressed,BBB-,120.09,178.84,100.59,84.66,62.0,75.64,50,False,2,50,False,18.44,50,False,1,50,False,20.13,50,False,18.86,50,False,-32.77,0,False,-4.86,50,False,37.51,75,False,21.19,50,False,23.05,50,False,39.52,75,False,24.07,0,False,41.9,75,False,13.16,50,False,0,0,False,2,25,False,2,50.0,False,-16.51,0,False,False,0,False,False,0,False,34.01,75,False,15.51,50,False,28.25,50,False,True,100,False,1,25,False,False,0,False,0,0,False,False,0,False,25.92,75,False,1,20.0,False,0,0.0,False,6,50,False,58.12,0,False,0,0.0,False,False,0,False,1,20.0,False,21.39,75,False,2.88,0,False,23.78,75,False,1.37,50,False,2.87,50,False,1.3,50,False,36.395348837209305,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0034,Dutta Ltd,ACHVSSAYLVISBYYFP644173,UOIFS8141U,Power,Gurugram,Healthy,AA,10.52,62.95,10.95,18.96,59.59,55.08,25,False,1,25,False,0.0,0,False,0,0,False,2.62,0,False,0.0,0,False,-0.53,0,False,-3.87,50,False,26.07,50,False,5.89,25,False,8.78,25,False,0.0,0,False,5.49,0,False,3.73,0,False,2.44,0,False,0,0,False,1,25,False,0,0.0,False,-5.23,0,False,False,0,False,False,0,False,9.76,25,False,5.9,25,False,21.09,50,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,0.0,0,False,2,40.0,False,0,0.0,False,1,25,False,82.96,0,False,0,0.0,False,False,0,False,0,0.0,False,16.98,50,False,5.29,25,False,1.7,0,False,1.96,25,False,1.26,25,False,1.93,25,False,12.55813953488372,False,False,,Green,Green
BORR-0035,Bhatt-Rajan,KNWPJVMYLRBOCKIKD910075,MQAVR8569N,Pharmaceuticals,Mumbai,Healthy,AA+,138.92,412.63,162.99,108.26,44.38,48.95,0,False,0,0,False,0.45,0,False,1,50,False,10.08,25,False,3.74,0,False,-6.54,0,False,-4.33,50,False,13.81,25,False,4.63,0,False,4.56,0,False,49.41,75,False,10.86,0,False,0.48,0,False,3.3,0,False,2,25,False,0,0,False,0,0.0,False,1.99,0,False,False,0,False,False,0,False,10.81,25,False,10.84,50,False,16.41,50,False,False,0,False,0,0,False,False,0,False,1,50,False,False,0,False,9.1,25,False,0,0.0,False,0,0.0,False,1,25,False,81.58,0,False,0,0.0,False,False,0,False,1,20.0,False,3.47,0,False,4.0,0,False,0.0,0,False,1.83,25,False,1.51,25,False,1.86,25,False,13.255813953488373,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0036,Sidhu-Wadhwa,REJOWPDALUTZHWFJR114338,RNCHD8560D,Trading,Surat,Healthy,AA,19.83,53.47,24.01,16.29,76.61,53.71,25,False,0,0,False,2.6,0,False,1,50,False,11.21,25,False,0.0,0,False,-1.5,0,False,-1.57,25,False,14.64,25,False,14.75,25,False,26.72,50,False,16.75,50,False,11.1,0,False,9.94,25,False,3.85,0,False,0,0,False,1,25,False,0,0.0,False,-8.78,0,False,False,0,False,False,0,False,14.7,25,False,10.59,50,False,6.61,25,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,13.86,50,False,0,0.0,False,0,0.0,False,2,25,False,83.14,0,False,0,0.0,False,False,0,False,0,0.0,False,1.53,0,False,0.0,0,False,10.52,50,False,2.23,0,False,0.99,0,False,2.02,0,False,12.790697674418604,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0037,Apte-Contractor,PHOREMGTLQXECIYZN456385,ZQIAJ5891S,Construction,Jaipur,Healthy,AA-,73.19,223.38,72.62,88.66,84.95,51.98,25,False,1,25,False,9.13,25,False,0,0,False,0.0,0,False,10.94,50,False,-7.75,0,False,-0.8,25,False,9.02,25,False,3.18,0,False,10.69,25,False,3.56,0,False,15.87,0,False,0.0,0,False,7.45,25,False,0,0,False,0,0,False,0,0.0,False,5.94,0,False,False,0,False,False,0,False,14.14,25,False,0.0,0,False,12.93,25,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,9.92,25,False,1,20.0,False,0,0.0,False,0,0,False,74.73,0,False,1,20.0,False,False,0,False,0,0.0,False,0.0,0,False,2.32,0,False,5.18,25,False,2.04,0,False,1.51,25,False,1.94,25,False,9.651162790697674,False,False,,Green,Green
BORR-0038,"Yadav, Loke and Oak",MOKGWHSMLHYNBKXPW950823,MMVZU3492P,Textiles,Mumbai,Healthy,A+,20.19,50.0,20.9,15.98,41.31,50.32,25,False,0,0,False,3.98,0,False,1,50,False,10.02,25,False,9.44,25,False,-8.19,0,False,0.12,25,False,3.66,0,False,7.97,25,False,0.83,0,False,0.0,0,False,9.05,0,False,0.0,0,False,4.28,0,False,0,0,False,0,0,False,0,0.0,False,1.0,0,False,False,0,False,False,0,False,17.55,50,False,3.48,0,False,6.23,25,False,False,0,False,1,25,False,False,0,False,0,0,False,False,0,False,1.16,0,False,1,20.0,False,0,0.0,False,0,0,False,83.43,0,False,1,20.0,False,False,0,False,1,20.0,False,11.4,50,False,18.44,50,False,0.0,0,False,1.84,25,False,1.89,25,False,1.78,25,False,11.86046511627907,False,False,,Green,Green
BORR-0039,Memon Group,AXENUECPLZIKTWMUC993140,KVRMK8994R,Pharmaceuticals,Mumbai,Stressed,BB,34.27,50.0,33.59,22.8,65.87,81.93,50,False,3,75,False,14.15,50,False,1,50,False,16.3,50,False,15.15,50,False,-21.3,0,False,-10.01,100,False,32.64,75,False,23.9,50,False,37.83,75,False,42.14,75,False,45.8,0,False,29.07,50,False,20.71,75,False,1,25,False,0,0,False,0,0.0,False,-17.17,0,False,False,0,False,False,0,False,37.9,75,False,3.66,0,False,25.89,50,False,False,0,False,1,25,False,False,0,False,1,50,False,False,0,False,10.5,50,False,0,0.0,False,0,0.0,False,1,25,False,66.17,0,False,2,40.0,False,False,0,False,2,40.0,False,17.17,50,False,10.57,50,False,19.93,50,False,1.25,50,False,2.3,50,False,1.28,50,False,35.0,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0040,Setty Inc,DYUWDOFWLJABKZBJL493049,NEHQN3950F,Renewable Energy,Pune,Healthy,AA-,181.95,220.71,155.06,110.16,38.95,57.88,25,False,2,50,False,0.0,0,False,0,0,False,0.0,0,False,9.16,25,False,-5.77,0,False,0.34,25,False,19.0,50,False,12.62,25,False,1.66,0,False,11.31,25,False,2.87,0,False,0.92,0,False,9.07,25,False,0,0,False,0,0,False,0,0.0,False,-4.81,0,False,False,0,False,False,0,False,4.06,0,False,3.34,0,False,8.08,25,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,6.8,25,False,0,0.0,False,0,0.0,False,1,25,False,85.46,0,False,0,0.0,False,False,0,False,1,20.0,False,9.36,25,False,8.18,25,False,6.11,25,False,1.83,25,False,0.94,0,False,1.74,25,False,10.930232558139535,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0041,"Lall, Tella and Gokhale",OUIOIVAZLOJVRFCOL716113,JUNWI8484J,Power,Bengaluru,Stressed,BBB-,231.84,379.35,212.39,122.98,84.97,90.89,75,False,0,0,False,10.57,50,False,0,0,False,7.61,25,False,18.66,50,False,-13.51,0,False,-2.63,50,False,33.02,75,False,29.51,50,False,40.72,75,False,25.18,50,False,17.49,0,False,17.05,50,False,19.51,50,False,4,50,False,1,25,False,0,0.0,False,-9.08,0,False,False,0,False,False,0,False,46.93,75,False,17.9,50,False,15.1,50,False,False,0,False,0,0,False,True,100,True,1,50,False,False,0,False,27.51,75,False,2,40.0,False,0,0.0,False,4,25,False,66.3,0,False,1,20.0,False,False,0,False,0,0.0,False,12.62,50,False,14.87,50,False,20.0,50,False,1.06,75,False,3.08,75,False,1.21,50,False,35.116279069767444,True,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0042,"Cherian, Misra and Tripathi",AVMIASVYLXBTXPJYZ341296,TZLHU4115T,Steel,Chennai,Stressed,BB,68.39,215.16,62.9,75.34,68.89,77.43,50,False,3,75,False,12.56,50,False,0,0,False,21.51,50,False,5.98,25,False,-21.98,0,False,-5.39,75,False,31.08,75,False,24.67,50,False,33.23,75,False,15.25,50,False,12.75,0,False,33.29,75,False,6.21,25,False,0,0,False,2,25,False,1,25.0,False,-21.57,0,False,False,0,False,False,0,False,34.63,75,False,7.69,25,False,16.01,50,False,False,0,False,2,50,False,False,0,False,1,50,False,False,0,False,31.21,100,False,1,20.0,False,4,80.0,False,2,25,False,56.15,0,False,1,20.0,False,True,100,True,0,0.0,False,23.49,75,False,23.85,75,False,15.99,50,False,1.28,50,False,2.75,50,False,1.42,50,False,38.83720930232558,True,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0043,"Issac, Dua and Prakash",UBJZOBSLLXECJKXNF310548,EZRLQ9221I,Renewable Energy,Gurugram,Watch,BBB,76.53,161.48,90.19,31.95,43.23,61.88,25,False,3,75,False,1.14,0,False,0,0,False,6.32,25,False,5.73,25,False,-14.67,0,False,-0.05,25,False,-1.34,0,False,37.35,75,False,22.45,50,False,22.29,50,False,14.77,0,False,18.86,50,False,16.41,50,False,2,25,False,0,0,False,1,25.0,False,-5.52,0,False,False,0,False,False,0,False,23.97,50,False,0.0,0,False,18.42,50,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,11.97,50,False,2,40.0,False,0,0.0,False,3,25,False,79.02,0,False,0,0.0,False,False,0,False,0,0.0,False,16.35,50,False,12.63,50,False,13.98,50,False,1.55,25,False,2.18,50,False,1.74,25,False,22.441860465116278,False,True,Non-core repayment source + rising unsecured loans,Yellow,Critical
BORR-0044,Zacharia PLC,OCEYHVXVLMZRLCZMA377304,RDOLV5295S,Food Processing,Ahmedabad,Stressed,BBB-,121.03,134.14,97.98,33.98,76.12,81.27,50,False,4,100,False,8.9,25,False,1,50,False,24.54,50,False,14.04,50,False,-23.34,0,False,-4.99,50,False,28.17,50,False,22.99,50,False,30.87,75,False,28.71,50,False,23.83,0,False,42.55,75,False,21.52,75,False,1,25,False,0,0,False,1,25.0,False,-20.1,0,False,True,100,False,False,0,False,34.3,75,False,18.15,50,False,21.05,50,False,False,0,False,1,25,False,False,0,False,0,0,False,False,0,False,18.74,50,False,1,20.0,False,1,20.0,False,5,25,False,60.87,0,False,1,20.0,False,False,0,False,3,60.0,False,12.83,50,False,15.33,50,False,13.63,50,False,1.4,50,False,2.4,50,False,1.28,50,False,37.093023255813954,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0045,Naik Group,THUCUOWJLUNDEBBJP221761,DHREM8432L,Steel,Surat,Stressed,BB,30.79,50.0,27.75,15.75,82.47,79.18,50,False,0,0,False,8.26,25,False,1,50,False,24.75,50,False,14.95,50,False,-21.8,0,False,-4.89,50,False,35.85,75,False,15.81,50,False,20.74,50,False,30.7,75,False,13.97,0,False,19.81,50,False,17.93,50,False,4,50,False,1,25,False,1,25.0,False,-11.88,0,False,False,0,False,False,0,False,46.84,75,False,7.36,25,False,26.42,50,False,False,0,False,5,100,False,False,0,False,0,0,False,False,0,False,13.15,50,False,2,40.0,False,2,40.0,False,5,25,False,58.48,0,False,2,40.0,False,False,0,False,3,60.0,False,32.39,100,False,19.85,50,False,28.26,75,False,1.08,75,False,2.82,50,False,1.48,50,False,37.906976744186046,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0046,Choudhury LLC,UDPTNIBWLLGOOHLDV485178,RULBM5520G,Infrastructure,Delhi,Watch,BBB+,31.08,88.25,35.43,36.16,82.45,66.55,25,False,0,0,False,1.05,0,False,1,50,False,28.62,50,False,7.36,25,False,-6.28,0,False,-3.89,50,False,14.45,25,False,12.58,25,False,5.98,25,False,28.76,50,False,10.76,0,False,13.71,25,False,5.04,25,False,0,0,False,0,0,False,0,0.0,False,-9.14,0,False,False,0,False,False,0,False,21.08,50,False,10.69,50,False,13.19,25,False,False,0,False,1,25,False,False,0,False,0,0,False,False,0,False,15.22,50,False,2,40.0,False,0,0.0,False,3,25,False,77.84,0,False,0,0.0,False,False,0,False,0,0.0,False,13.26,50,False,16.75,50,False,3.01,0,False,1.38,50,False,2.1,50,False,1.62,25,False,20.11627906976744,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0047,Khatri-Bhardwaj,BZKHEZSGLCYRGSGHK911984,EZTAI3370E,Steel,Coimbatore,Watch,A-,68.8,114.36,62.63,42.84,47.53,63.37,25,False,2,50,False,8.22,25,False,0,0,False,13.35,25,False,0.78,0,False,-11.73,0,False,0.52,25,False,15.92,50,False,14.1,25,False,3.92,0,False,11.8,25,False,11.97,0,False,12.82,25,False,22.11,75,False,1,25,False,2,25,False,1,25.0,False,-5.96,0,False,False,0,False,False,0,False,24.19,50,False,6.82,25,False,11.53,25,False,False,0,False,2,50,False,False,0,False,0,0,False,False,0,False,0.0,0,False,0,0.0,False,1,20.0,False,3,25,False,84.37,0,False,0,0.0,False,False,0,False,0,0.0,False,12.55,50,False,8.1,25,False,19.33,50,False,1.23,50,False,2.51,50,False,1.4,50,False,20.813953488372093,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0048,Brar Inc,SKAFIBEXLNQDXCPOY479625,QSDOQ4629T,Renewable Energy,Mumbai,Healthy,AA+,342.18,521.72,349.48,102.32,71.36,51.17,25,False,0,0,False,5.24,25,False,0,0,False,10.5,25,False,0.0,0,False,-1.26,0,False,2.85,50,False,-4.16,0,False,6.77,25,False,0.7,0,False,14.82,25,False,8.42,0,False,1.59,0,False,10.16,50,False,0,0,False,0,0,False,0,0.0,False,3.21,0,False,False,0,False,False,0,False,14.88,25,False,5.16,25,False,0.0,0,False,True,100,False,1,25,False,False,0,False,0,0,False,False,0,False,0.0,0,False,0,0.0,False,1,20.0,False,0,0,False,86.27,0,False,0,0.0,False,False,0,False,0,0.0,False,22.25,75,False,3.76,0,False,3.51,0,False,1.85,25,False,1.67,25,False,1.81,25,False,13.255813953488373,False,False,,Green,Green
BORR-0049,"Sunder, Biswas and Walia",PMNVDPWOLCCKTECEI754644,USRWK7240T,Renewable Energy,Coimbatore,Stressed,BBB-,151.68,255.6,118.31,79.32,49.74,74.25,50,False,5,100,False,19.61,50,False,1,50,False,7.51,25,False,19.46,50,False,-27.98,0,False,-3.74,50,False,29.36,50,False,15.12,50,False,22.74,50,False,43.08,75,False,26.68,0,False,33.84,75,False,36.32,100,False,2,25,False,3,50,False,1,25.0,False,-24.07,0,False,True,100,False,False,0,False,37.2,75,False,0.0,0,False,25.57,50,False,True,100,False,0,0,False,False,0,False,2,75,False,False,0,False,9.97,25,False,0,0.0,False,0,0.0,False,9,50,False,61.3,0,False,1,20.0,False,True,100,True,0,0.0,False,29.39,75,False,16.74,50,False,15.2,50,False,1.09,75,False,2.96,50,False,1.12,75,False,42.906976744186046,True,True,Stretched debtors + rising provisions,Amber,Critical
BORR-0050,Dave Ltd,YRXGNOHNLKOMNXDKN427704,VILEV8770C,Auto Components,Delhi,Healthy,A,12.85,50.0,10.48,19.78,76.59,47.07,0,False,0,0,False,9.09,25,False,1,50,False,14.43,25,False,0.0,0,False,-12.89,0,False,0.53,25,False,11.39,25,False,1.57,0,False,-3.08,0,False,27.75,50,False,0.0,0,False,2.02,0,False,8.21,25,False,0,0,False,0,0,False,0,0.0,False,-1.66,0,False,False,0,False,False,0,False,16.01,50,False,7.25,25,False,0.0,0,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,3.35,0,False,0,0.0,False,0,0.0,False,2,25,False,84.5,0,False,0,0.0,False,False,0,False,0,0.0,False,12.62,50,False,4.63,0,False,12.55,50,False,2.16,0,False,1.32,25,False,1.94,25,False,11.046511627906977,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0051,Gandhi-Lanka,SRRKVDNLLVYNXBJTJ468727,DSQGE8900H,Steel,Gurugram,Healthy,AAA,129.4,250.66,149.58,70.29,40.41,49.82,0,False,0,0,False,5.7,25,False,0,0,False,16.51,50,False,9.69,25,False,-0.06,0,False,-1.02,25,False,-12.38,0,False,4.65,0,False,9.63,25,False,2.82,0,False,2.02,0,False,22.44,50,False,6.05,25,False,0,0,False,0,0,False,1,25.0,False,-1.48,0,False,False,0,False,False,0,False,18.1,50,False,4.2,0,False,5.72,25,False,False,0,False,1,25,False,False,0,False,0,0,False,False,0,False,7.43,25,False,0,0.0,False,1,20.0,False,1,25,False,85.13,0,False,1,20.0,False,False,0,False,0,0.0,False,12.57,50,False,11.06,50,False,7.38,25,False,1.9,25,False,1.49,25,False,1.57,25,False,14.883720930232558,False,True,Non-core repayment source + rising unsecured loans,Green,Critical
BORR-0052,"Sampath, Kakar and Zacharia",RYTTVURALTVWIAFIW899444,JKLAF3347S,Pharmaceuticals,Surat,Watch,BBB+,24.66,123.34,27.0,30.53,55.04,64.54,25,False,0,0,False,13.25,50,False,0,0,False,0.99,0,False,5.85,25,False,0.24,0,False,-3.87,50,False,2.09,0,False,3.32,0,False,23.89,50,False,17.55,50,False,10.45,0,False,17.6,50,False,16.26,50,False,1,25,False,0,0,False,0,0.0,False,-10.82,0,False,False,0,False,False,0,False,22.3,50,False,3.18,0,False,6.32,25,False,False,0,False,0,0,False,False,0,False,1,50,False,False,0,False,2.45,0,False,1,20.0,False,0,0.0,False,4,25,False,74.64,0,False,0,0.0,False,False,0,False,0,0.0,False,0.0,0,False,8.36,25,False,16.68,50,False,1.42,50,False,2.08,50,False,1.67,25,False,17.325581395348838,False,False,,Green,Green
BORR-0053,"Iyer, Muni and Rastogi",NOKFLJXKLYSTCBEFY747850,BVCIO7947P,Renewable Energy,Jaipur,Healthy,AA-,71.94,92.12,67.53,16.78,57.1,52.08,25,False,0,0,False,3.93,0,False,0,0,False,20.36,50,False,11.24,50,False,3.83,0,False,0.83,25,False,-5.85,0,False,12.66,25,False,11.24,25,False,0.0,0,False,6.37,0,False,10.77,25,False,18.98,50,False,0,0,False,0,0,False,0,0.0,False,-0.13,0,False,False,0,False,False,0,False,1.34,0,False,6.57,25,False,11.79,25,False,False,0,False,0,0,False,False,0,False,1,50,False,False,0,False,5.36,25,False,0,0.0,False,1,20.0,False,0,0,False,78.93,0,False,1,20.0,False,False,0,False,0,0.0,False,5.44,25,False,2.82,0,False,0.0,0,False,2.32,0,False,1.86,25,False,1.64,25,False,11.976744186046512,False,True,Non-core repayment source + rising unsecured loans,Green,Critical
