Borrower_ID,Borrower_Name,Sector,Risk_Profile,Quarter,Sales_Cr,EBITDA_Margin_pct,DSCR,Debt_to_TNW,Current_Ratio,Debtor_Days,Inventory_Days,Creditor_Days,Total_Debt_Cr,TNW_Cr
BORR-0190,"Baria, Balasubramanian and Kota",Manufacturing,Healthy,Q1,50.0,13.88,1.5,2.08,1.53,50.0,60.0,45.0,15.79,14.4
BORR-0191,Bahri PLC,Steel,Healthy,Q1,114.48,13.28,1.5,2.08,1.53,50.0,60.0,45.0,45.35,48.67
BORR-0192,Khare and Sons,Construction,Healthy,Q1,423.57,13.84,1.5,2.08,1.53,50.0,60.0,45.0,246.14,196.96
BORR-0193,Contractor-Kamdar,Power,Healthy,Q1,249.32,12.55,1.5,2.08,1.53,50.0,60.0,45.0,155.25,71.18
BORR-0194,Kunda-Pillay,Engineering,Healthy,Q1,52.99,13.24,1.5,2.08,1.53,50.0,60.0,45.0,20.29,9.52
BORR-0195,Contractor and Sons,Chemicals,Healthy,Q1,228.53,15.18,1.5,2.08,1.53,50.0,60.0,45.0,140.41,73.12
BORR-0196,Chokshi-Bal,Logistics,Healthy,Q1,262.22,11.99,1.5,2.08,1.53,50.0,60.0,45.0,83.05,116.45
BORR-0197,Prashad-Ranganathan,Construction,Healthy,Q1,76.53,13.91,1.5,2.08,1.53,50.0,60.0,45.0,32.26,13.09
BORR-0198,"Issac, Borra and Kibe",Construction,Stressed,Q1,244.48,14.65,1.5,2.08,1.53,50.0,60.0,45.0,109.33,101.6
BORR-0199,Mitra Ltd,Steel,Watch,Q1,192.72,16.9,1.5,2.08,1.53,50.0,60.0,45.0,107.44,87.04
BORR-0200,"Dara, Barman and Palan",Power,Watch,Q1,61.1,15.85,1.5,2.08,1.53,50.0,60.0,45.0,24.47,21.29
BORR-0001,"Choudhury, Bakshi and Maharaj",Manufacturing,Watch,Q2,308.15,9.54,1.5,2.05,1.52,50.0,60.0,45.0,180.76,69.52
BORR-0002,Kapoor and Sons,Trading,Healthy,Q2,159.18,13.86,1.5,2.05,1.52,50.0,60.0,45.0,39.58,46.56
BORR-0003,"Chaudry, Chahal and Sami",Engineering,Healthy,Q2,345.89,12.53,1.5,2.05,1.52,50.0,60.0,45.0,216.9,169.71
BORR-0004,Balan Inc,Infrastructure,Watch,Q2,875.22,15.49,1.5,2.05,1.52,50.0,60.0,45.0,238.92,216.87
BORR-0005,Kaul PLC,Auto Components,Stressed,Q2,155.03,14.54,1.5,2.05,1.52,50.0,60.0,45.0,53.72,70.86
BORR-0006,"Bala, Issac and Saini",Pharmaceuticals,Watch,Q2,143.22,14.23,1.5,2.05,1.52,50.0,60.0,45.0,31.73,42.91
BORR-0007,Sen PLC,Logistics,Healthy,Q2,929.5,12.1,1.5,2.05,1.52,50.0,60.0,45.0,568.73,203.55
BORR-0008,Ahuja-Dutta,Pharmaceuticals,Watch,Q2,419.94,14.18,1.5,2.05,1.52,50.0,60.0,45.0,164.44,128.03
BORR-0009,"Sami, Oak and Mall",Power,Stressed,Q2,130.87,14.55,1.5,2.05,1.52,50.0,60.0,45.0,57.31,26.37
BORR-0010,Kale LLC,Chemicals,Healthy,Q2,300.57,12.28,1.5,2.05,1.52,50.0,60.0,45.0,136.01,140.81
BORR-0011,Chanda Group,Trading,Watch,Q2,118.91,14.52,1.5,2.05,1.52,50.0,60.0,45.0,56.24,45.32
BORR-0012,Parmer LLC,Power,Healthy,Q2,116.99,12.6,1.5,2.05,1.52,50.0,60.0,45.0,58.8,41.31
BORR-0013,"Lalla, Bassi and Sharaf",Pharmaceuticals,Healthy,Q2,239.01,11.44,1.5,2.05,1.52,50.0,60.0,45.0,159.8,104.63
BORR-0014,"Dash, Radhakrishnan and Brar",Renewable Energy,Healthy,Q2,49.87,13.07,1.5,2.05,1.52,50.0,60.0,45.0,33.75,16.18
BORR-0015,"Memon, Pathak and Handa",Textiles,Healthy,Q2,53.85,13.0,1.5,2.05,1.52,50.0,60.0,45.0,20.8,8.15
BORR-0016,"Boase, Bath and Kari",Trading,Stressed,Q2,120.36,15.25,1.5,2.05,1.52,50.0,60.0,45.0,31.5,21.04
BORR-0017,Buch-Kaul,Steel,Stressed,Q2,68.69,12.8,1.5,2.05,1.52,50.0,60.0,45.0,45.41,15.73
BORR-0018,Rai LLC,Engineering,Watch,Q2,247.53,13.5,1.5,2.05,1.52,50.0,60.0,45.0,93.3,42.88
BORR-0019,Patla-Gaba,Manufacturing,Healthy,Q2,73.3,12.15,1.5,2.05,1.52,50.0,60.0,45.0,24.79,16.18
BORR-0020,Pant-Kadakia,Manufacturing,Healthy,Q2,51.62,10.8,1.5,2.05,1.52,50.0,60.0,45.0,9.07,24.47
BORR-0021,"Loke, Bora and Garg",Steel,Stressed,Q2,835.88,13.72,1.5,2.05,1.52,50.0,60.0,45.0,339.38,334.55
BORR-0022,"Konda, Gade and Shere",Chemicals,Healthy,Q2,147.63,11.86,1.5,2.05,1.52,50.0,60.0,45.0,51.86,66.23
BORR-0023,Madan-Kanda,Auto Components,Healthy,Q2,190.23,13.83,1.5,2.05,1.52,50.0,60.0,45.0,130.97,92.87
BORR-0024,"Nair, Bhalla and Karnik",Steel,Watch,Q2,51.66,13.44,1.5,2.05,1.52,50.0,60.0,45.0,27.32,9.77
BORR-0025,Mutti Group,Engineering,Healthy,Q2,110.61,10.46,1.5,2.05,1.52,50.0,60.0,45.0,28.93,16.36
BORR-0026,Bhatti-Kakar,Construction,Healthy,Q2,204.44,11.37,1.5,2.05,1.52,50.0,60.0,45.0,55.57,71.63
BORR-0027,"Murty, Kala and Tata",Logistics,Healthy,Q2,56.95,12.57,1.5,2.05,1.52,50.0,60.0,45.0,24.91,11.55
BORR-0028,Shanker-Dhar,Food Processing,Healthy,Q2,266.02,13.29,1.5,2.05,1.52,50.0,60.0,45.0,74.64,112.16
BORR-0029,Dewan-Koshy,Renewable Energy,Healthy,Q2,97.59,13.46,1.5,2.05,1.52,50.0,60.0,45.0,50.59,31.07
BORR-0030,"Yohannan, Lall and Sangha",Power,Watch,Q2,136.3,14.66,1.5,2.05,1.52,50.0,60.0,45.0,44.17,24.83
BORR-0031,"Rastogi, Pathak and Kanda",Logistics,Healthy,Q2,98.93,12.22,1.5,2.05,1.52,50.0,60.0,45.0,44.23,43.04
BORR-0032,Upadhyay Group,Auto Components,Healthy,Q2,1078.01,13.16,1.5,2.05,1.52,50.0,60.0,45.0,392.74,420.24
BORR-0033,Batta Inc,Steel,Stressed,Q2,208.14,14.43,1.5,2.05,1.52,50.0,60.0,45.0,102.6,83.81
BORR-0034,Dutta Ltd,Power,Healthy,Q2,63.12,13.94,1.5,2.05,1.52,50.0,60.0,45.0,11.17,18.77
BORR-0035,Bhatt-Rajan,Pharmaceuticals,Healthy,Q2,426.12,14.16,1.5,2.05,1.52,50.0,60.0,45.0,166.25,107.18
BORR-0036,Sidhu-Wadhwa,Trading,Healthy,Q2,53.87,12.78,1.5,2.05,1.52,50.0,60.0,45.0,24.49,16.13
BORR-0037,Apte-Contractor,Construction,Healthy,Q2,232.04,12.4,1.5,2.05,1.52,50.0,60.0,45.0,74.07,87.77
BORR-0038,"Yadav, Loke and Oak",Textiles,Healthy,Q2,52.05,11.94,1.5,2.05,1.52,50.0,60.0,45.0,21.32,15.82
BORR-0039,Memon Group,Pharmaceuticals,Stressed,Q2,55.32,17.0,1.5,2.05,1.52,50.0,60.0,45.0,34.26,22.57
BORR-0040,Setty Inc,Renewable Energy,Healthy,Q2,227.08,11.83,1.5,2.05,1.52,50.0,60.0,45.0,158.16,109.06
BORR-0041,"Lall, Tella and Gokhale",Power,Stressed,Q2,404.98,13.32,1.5,2.05,1.52,50.0,60.0,45.0,216.64,121.75
BORR-0042,"Cherian, Misra and Tripathi",Steel,Stressed,Q2,238.81,14.7,1.5,2.05,1.52,50.0,60.0,45.0,64.16,74.59
BORR-0043,"Issac, Dua and Prakash",Renewable Energy,Watch,Q2,173.32,12.02,1.5,2.05,1.52,50.0,60.0,45.0,91.99,31.63
BORR-0044,Zacharia PLC,Food Processing,Stressed,Q2,149.79,14.5,1.5,2.05,1.52,50.0,60.0,45.0,99.94,33.64
BORR-0045,Naik Group,Steel,Stressed,Q2,55.45,14.44,1.5,2.05,1.52,50.0,60.0,45.0,28.3,15.59
BORR-0046,Choudhury LLC,Infrastructure,Watch,Q2,91.02,13.94,1.5,2.05,1.52,50.0,60.0,45.0,36.14,35.8
BORR-0047,Khatri-Bhardwaj,Steel,Watch,Q2,121.07,11.74,1.5,2.05,1.52,50.0,60.0,45.0,63.88,42.41
BORR-0048,Brar Inc,Renewable Energy,Healthy,Q2,525.01,10.58,1.5,2.05,1.52,50.0,60.0,45.0,356.47,101.3
BORR-0049,"Sunder, Biswas and Walia",Renewable Energy,Stressed,Q2,291.36,13.87,1.5,2.05,1.52,50.0,60.0,45.0,120.68,78.53
BORR-0050,Dave Ltd,Auto Components,Healthy,Q2,53.22,11.74,1.5,2.05,1.52,50.0,60.0,45.0,10.69,19.58
BORR-0051,Gandhi-Lanka,Steel,Healthy,Q2,250.74,12.51,1.5,2.05,1.52,50.0,60.0,45.0,152.57,69.59
BORR-0052,"Sampath, Kakar and Zacharia",Pharmaceuticals,Watch,Q2,123.19,13.94,1.5,2.05,1.52,50.0,60.0,45.0,27.54,30.22
BORR-0053,"Iyer, Muni and Rastogi",Renewable Energy,Healthy,Q2,90.36,11.58,1.5,2.05,1.52,50.0,60.0,45.0,68.88,16.61
BORR-0054,"Prakash, Sarma and Varughese",Trading,Healthy,Q2,351.87,10.9,1.5,2.05,1.52,50.0,60.0,45.0,155.92,89.6
BORR-0055,Dara-Kota,Infrastructure,Healthy,Q2,542.06,11.78,1.5,2.05,1.52,50.0,60.0,45.0,296.65,163.58
BORR-0056,Bhatt LLC,Engineering,Watch,Q2,456.09,13.68,1.5,2.05,1.52,50.0,60.0,45.0,193.05,132.15
BORR-0057,Karpe PLC,Renewable Energy,Watch,Q2,81.41,13.01,1.5,2.05,1.52,50.0,60.0,45.0,15.6,37.44
BORR-0058,Amble Inc,Manufacturing,Healthy,Q2,134.12,11.85,1.5,2.05,1.52,50.0,60.0,45.0,24.99,58.1
BORR-0059,"Bhargava, Karnik and Bir",Infrastructure,Watch,Q2,274.66,12.7,1.5,2.05,1.52,50.0,60.0,45.0,138.45,40.92
BORR-0060,Narayanan Inc,Power,Watch,Q2,483.74,13.02,1.5,2.05,1.52,50.0,60.0,45.0,330.55,126.95
BORR-0061,"Khanna, Mallick and Sunder",Manufacturing,Healthy,Q2,111.46,12.1,1.5,2.05,1.52,50.0,60.0,45.0,42.09,23.68
BORR-0062,Zacharia and Sons,Textiles,Watch,Q2,162.48,13.78,1.5,2.05,1.52,50.0,60.0,45.0,89.48,24.64
BORR-0063,"Solanki, Kibe and Solanki",Textiles,Healthy,Q2,68.29,14.07,1.5,2.05,1.52,50.0,60.0,45.0,39.15,25.55
BORR-0064,Gupta-Chandra,Auto Components,Healthy,Q2,54.74,12.19,1.5,2.05,1.52,50.0,60.0,45.0,41.74,15.26
BORR-0065,Sankar LLC,Chemicals,Healthy,Q2,439.9,12.9,1.5,2.05,1.52,50.0,60.0,45.0,121.91,77.91
BORR-0066,Roy-Sibal,Pharmaceuticals,Healthy,Q2,725.12,14.24,1.5,2.05,1.52,50.0,60.0,45.0,136.8,232.74
BORR-0067,"Bhagat, Chaudhari and Bhat",Renewable Energy,Healthy,Q2,167.09,12.5,1.5,2.05,1.52,50.0,60.0,45.0,43.88,70.59
BORR-0068,Nori-Chopra,Logistics,Healthy,Q2,494.32,14.46,1.5,2.05,1.52,50.0,60.0,45.0,311.97,221.78
BORR-0069,Handa and Sons,Renewable Energy,Healthy,Q2,286.01,11.46,1.5,2.05,1.52,50.0,60.0,45.0,86.9,78.85
BORR-0070,"Sen, Dey and Sami",Food Processing,Watch,Q2,100.8,12.74,1.5,2.05,1.52,50.0,60.0,45.0,16.58,16.34
BORR-0071,Mallick Group,Infrastructure,Healthy,Q2,267.32,11.86,1.5,2.05,1.52,50.0,60.0,45.0,58.56,108.5
BORR-0072,Borra Group,Construction,Watch,Q2,908.71,14.56,1.5,2.05,1.52,50.0,60.0,45.0,458.47,357.41
BORR-0073,"Chaudhari, Bedi and Zachariah",Steel,Watch,Q2,188.8,12.57,1.5,2.05,1.52,50.0,60.0,45.0,40.18,45.18
BORR-0074,Chander and Sons,Chemicals,Watch,Q2,880.05,13.58,1.5,2.05,1.52,50.0,60.0,45.0,236.71,415.89
BORR-0075,Ray Group,Renewable Energy,Healthy,Q2,53.86,11.1,1.5,2.05,1.52,50.0,60.0,45.0,8.58,22.83
BORR-0076,Kala-Rattan,Trading,Healthy,Q2,434.69,14.15,1.5,2.05,1.52,50.0,60.0,45.0,156.6,141.49
BORR-0077,Gala Group,Auto Components,Healthy,Q2,210.86,12.58,1.5,2.05,1.52,50.0,60.0,45.0,91.43,95.6
BORR-0078,Ramakrishnan LLC,Steel,Healthy,Q2,139.51,12.82,1.5,2.05,1.52,50.0,60.0,45.0,52.35,40.94
BORR-0079,Mangal-Sampath,Infrastructure,Healthy,Q2,215.51,11.54,1.5,2.05,1.52,50.0,60.0,45.0,47.4,93.62
BORR-0080,"Sur, Dubey and Gupta",Trading,Watch,Q2,54.96,13.81,1.5,2.05,1.52,50.0,60.0,45.0,25.35,11.37
BORR-0081,Kalla-Bhardwaj,Logistics,Stressed,Q2,162.23,14.0,1.5,2.05,1.52,50.0,60.0,45.0,97.82,58.29
BORR-0082,"Bhat, Murthy and Bhandari",Chemicals,Healthy,Q2,279.12,12.26,1.5,2.05,1.52,50.0,60.0,45.0,161.91,101.75
BORR-0083,Sood PLC,Engineering,Watch,Q2,806.64,12.8,1.5,2.05,1.52,50.0,60.0,45.0,219.85,266.3
BORR-0084,"Dugar, Bhandari and Trivedi",Renewable Energy,Healthy,Q2,109.38,12.94,1.5,2.05,1.52,50.0,60.0,45.0,78.3,48.89
BORR-0085,Grewal Inc,Manufacturing,Stressed,Q2,89.62,13.55,1.5,2.05,1.52,50.0,60.0,45.0,27.1,28.86
BORR-0086,"Bir, Keer and Raval",Textiles,Watch,Q2,116.61,13.32,1.5,2.05,1.52,50.0,60.0,45.0,57.83,40.59
BORR-0087,Koshy PLC,Renewable Energy,Healthy,Q2,478.43,11.3,1.5,2.05,1.52,50.0,60.0,45.0,102.03,115.37
BORR-0088,"Baral, Bumb and Saini",Renewable Energy,Watch,Q2,260.52,13.36,1.5,2.05,1.52,50.0,60.0,45.0,154.85,113.58
BORR-0089,"Virk, Mutti and Lal",Textiles,Healthy,Q2,103.11,11.77,1.5,2.05,1.52,50.0,60.0,45.0,49.85,32.74
BORR-0090,Murthy and Sons,Construction,Watch,Q2,306.13,12.45,1.5,2.05,1.52,50.0,60.0,45.0,166.06,89.09
BORR-0091,Randhawa-Deep,Logistics,Healthy,Q2,197.6,12.66,1.5,2.05,1.52,50.0,60.0,45.0,58.64,61.55
BORR-0092,"Mital, Shankar and Mutti",Logistics,Healthy,Q2,492.3,11.48,1.5,2.05,1.52,50.0,60.0,45.0,299.87,94.1
BORR-0093,Andra Group,Renewable Energy,Healthy,Q2,91.84,11.78,1.5,2.05,1.52,50.0,60.0,45.0,50.65,37.8
BORR-0094,"Chaudhry, Borah and Yogi",Food Processing,Watch,Q2,138.68,11.8,1.5,2.05,1.52,50.0,60.0,45.0,87.71,23.58
BORR-0095,Toor LLC,Engineering,Watch,Q2,133.99,12.34,1.5,2.05,1.52,50.0,60.0,45.0,70.88,48.05
BORR-0096,Palla Inc,Construction,Stressed,Q2,54.47,13.46,1.5,2.05,1.52,50.0,60.0,45.0,12.12,11.94
BORR-0097,Pingle LLC,Infrastructure,Healthy,Q2,250.53,11.09,1.5,2.05,1.52,50.0,60.0,45.0,185.02,117.04
BORR-0098,Sarma PLC,Manufacturing,Healthy,Q2,245.8,12.1,1.5,2.05,1.52,50.0,60.0,45.0,112.26,57.35
BORR-0099,"Mittal, Wadhwa and Anand",Renewable Energy,Healthy,Q2,191.15,13.32,1.5,2.05,1.52,50.0,60.0,45.0,120.21,32.15
BORR-0100,"Mistry, Chawla and Desai",Power,Watch,Q2,146.02,14.18,1.5,2.05,1.52,50.0,60.0,45.0,63.66,23.6
BORR-0101,D’Alia-Chhabra,Construction,Watch,Q2,53.96,12.36,1.5,2.05,1.52,50.0,60.0,45.0,29.8,16.1
BORR-0102,"Dugal, Magar and Manda",Trading,Healthy,Q2,112.97,13.12,1.5,2.05,1.52,50.0,60.0,45.0,63.27,50.59
BORR-0103,"Kade, Oza and Jani",Steel,Healthy,Q2,126.69,13.06,1.5,2.05,1.52,50.0,60.0,45.0,21.76,34.89
BORR-0104,"Lalla, Tiwari and Suresh",Chemicals,Healthy,Q2,79.75,12.0,1.5,2.05,1.52,50.0,60.0,45.0,36.52,14.24
BORR-0105,Behl-Chanda,Food Processing,Watch,Q2,168.82,13.12,1.5,2.05,1.52,50.0,60.0,45.0,53.26,74.47
BORR-0106,"Sampath, Malhotra and Basu",Trading,Healthy,Q2,286.15,13.09,1.5,2.05,1.52,50.0,60.0,45.0,89.95,105.5
BORR-0107,Nath and Sons,Trading,Healthy,Q2,1244.71,11.94,1.5,2.05,1.52,50.0,60.0,45.0,575.66,441.84
BORR-0108,"Lala, Edwin and Sathe",Pharmaceuticals,Healthy,Q2,237.11,12.61,1.5,2.05,1.52,50.0,60.0,45.0,84.69,89.82
BORR-0109,"Sane, Andra and Choudhury",Manufacturing,Healthy,Q2,242.32,11.4,1.5,2.05,1.52,50.0,60.0,45.0,152.16,44.17
BORR-0110,Dixit PLC,Food Processing,Stressed,Q2,180.37,13.67,1.5,2.05,1.52,50.0,60.0,45.0,86.73,47.66
BORR-0111,Pingle PLC,Logistics,Healthy,Q2,50.76,13.09,1.5,2.05,1.52,50.0,60.0,45.0,21.66,10.41
BORR-0112,"Divan, Sani and Datta",Textiles,Stressed,Q2,187.42,14.8,1.5,2.05,1.52,50.0,60.0,45.0,86.96,56.16
BORR-0113,Morar LLC,Engineering,Healthy,Q2,199.16,11.74,1.5,2.05,1.52,50.0,60.0,45.0,92.8,39.81
BORR-0114,Parmar and Sons,Pharmaceuticals,Healthy,Q2,2172.29,13.28,1.5,2.05,1.52,50.0,60.0,45.0,1448.9,380.26
BORR-0115,"Krish, Chauhan and Pandya",Construction,Healthy,Q2,151.86,13.02,1.5,2.05,1.52,50.0,60.0,45.0,49.66,51.89
BORR-0116,"Ray, Dubey and Khalsa",Food Processing,Healthy,Q2,238.45,12.16,1.5,2.05,1.52,50.0,60.0,45.0,48.82,103.87
BORR-0117,Goel Group,Pharmaceuticals,Healthy,Q2,172.69,13.29,1.5,2.05,1.52,50.0,60.0,45.0,115.55,46.49
BORR-0118,Gola Ltd,Renewable Energy,Healthy,Q2,60.12,11.55,1.5,2.05,1.52,50.0,60.0,45.0,21.04,9.98
BORR-0119,Sabharwal-Kothari,Logistics,Watch,Q2,568.23,13.92,1.5,2.05,1.52,50.0,60.0,45.0,233.88,110.43
BORR-0120,Dutta-Chokshi,Textiles,Watch,Q2,410.4,12.91,1.5,2.05,1.52,50.0,60.0,45.0,275.29,139.17
BORR-0121,Barad-Singhal,Chemicals,Watch,Q2,411.19,14.08,1.5,2.05,1.52,50.0,60.0,45.0,111.45,143.46
BORR-0122,Iyengar Group,Trading,Healthy,Q2,77.54,12.29,1.5,2.05,1.52,50.0,60.0,45.0,14.43,25.7
BORR-0123,Mody-Kari,Textiles,Critical,Q2,841.2,15.2,1.5,2.05,1.52,50.0,60.0,45.0,354.77,209.27
BORR-0124,Bajwa Ltd,Infrastructure,Stressed,Q2,53.18,14.24,1.5,2.05,1.52,50.0,60.0,45.0,23.48,21.67
BORR-0125,Rastogi LLC,Textiles,Healthy,Q2,320.95,12.39,1.5,2.05,1.52,50.0,60.0,45.0,100.78,60.03
BORR-0126,Boase-Mallick,Logistics,Healthy,Q2,1767.98,13.23,1.5,2.05,1.52,50.0,60.0,45.0,325.17,449.96
BORR-0127,Upadhyay-Ratta,Trading,Healthy,Q2,63.7,13.72,1.5,2.05,1.52,50.0,60.0,45.0,42.27,27.09
BORR-0128,"Yadav, Narula and Bala",Chemicals,Healthy,Q2,111.59,13.28,1.5,2.05,1.52,50.0,60.0,45.0,21.6,48.12
BORR-0129,Lal and Sons,Pharmaceuticals,Watch,Q2,214.52,13.02,1.5,2.05,1.52,50.0,60.0,45.0,86.13,45.95
BORR-0130,"Lanka, Barad and Chopra",Power,Watch,Q2,112.92,14.64,1.5,2.05,1.52,50.0,60.0,45.0,19.47,48.01
BORR-0131,"Saraf, Pai and Murthy",Engineering,Watch,Q2,52.57,12.71,1.5,2.05,1.52,50.0,60.0,45.0,11.65,21.69
BORR-0132,Vaidya-D’Alia,Auto Components,Healthy,Q2,191.92,12.18,1.5,2.05,1.52,50.0,60.0,45.0,50.24,43.27
BORR-0133,Gupta-Kumar,Manufacturing,Healthy,Q2,60.56,12.04,1.5,2.05,1.52,50.0,60.0,45.0,47.53,26.28
BORR-0134,Sarin Inc,Infrastructure,Healthy,Q2,283.12,13.14,1.5,2.05,1.52,50.0,60.0,45.0,189.94,135.74
BORR-0135,"Yohannan, Hegde and Patla",Manufacturing,Healthy,Q2,75.85,13.2,1.5,2.05,1.52,50.0,60.0,45.0,15.06,16.56
BORR-0136,Boase-Narayanan,Steel,Healthy,Q2,857.76,13.58,1.5,2.05,1.52,50.0,60.0,45.0,306.56,222.28
BORR-0137,"Murthy, Dash and Mital",Power,Stressed,Q2,90.05,14.84,1.5,2.05,1.52,50.0,60.0,45.0,32.52,40.84
BORR-0138,"More, Rege and Narain",Steel,Healthy,Q2,135.93,12.66,1.5,2.05,1.52,50.0,60.0,45.0,48.28,55.33
BORR-0139,Merchant-Datta,Steel,Stressed,Q2,469.95,12.93,1.5,2.05,1.52,50.0,60.0,45.0,148.1,186.54
BORR-0140,Salvi Ltd,Manufacturing,Healthy,Q2,55.39,12.76,1.5,2.05,1.52,50.0,60.0,45.0,20.83,17.95
BORR-0141,Ghosh-Mitra,Auto Components,Watch,Q2,245.65,13.08,1.5,2.05,1.52,50.0,60.0,45.0,60.57,103.61
BORR-0142,Acharya-Modi,Auto Components,Watch,Q2,659.19,12.61,1.5,2.05,1.52,50.0,60.0,45.0,498.39,258.96
BORR-0143,Kade-Sani,Auto Components,Critical,Q2,56.62,14.58,1.5,2.05,1.52,50.0,60.0,45.0,13.83,21.67
BORR-0144,"Nagy, Shroff and Sathe",Steel,Healthy,Q2,221.18,13.74,1.5,2.05,1.52,50.0,60.0,45.0,156.77,74.88
BORR-0145,Kala-Vaidya,Chemicals,Healthy,Q2,229.44,10.39,1.5,2.05,1.52,50.0,60.0,45.0,165.02,36.56
BORR-0146,Gara-Chad,Logistics,Stressed,Q2,436.79,13.48,1.5,2.05,1.52,50.0,60.0,45.0,74.24,167.48
BORR-0147,Varma-Nayak,Food Processing,Healthy,Q2,55.14,13.48,1.5,2.05,1.52,50.0,60.0,45.0,13.77,23.68
BORR-0148,Keer Ltd,Manufacturing,Watch,Q2,51.76,13.76,1.5,2.05,1.52,50.0,60.0,45.0,22.15,9.72
BORR-0149,Kar-Issac,Logistics,Stressed,Q2,348.54,13.99,1.5,2.05,1.52,50.0,60.0,45.0,116.71,113.89
BORR-0150,Bakshi Inc,Renewable Energy,Watch,Q2,268.94,15.21,1.5,2.05,1.52,50.0,60.0,45.0,111.59,61.21
BORR-0151,Soman PLC,Construction,Watch,Q2,242.16,13.32,1.5,2.05,1.52,50.0,60.0,45.0,150.84,96.14
BORR-0152,Shah Group,Auto Components,Stressed,Q2,286.67,14.56,1.5,2.05,1.52,50.0,60.0,45.0,122.34,74.75
BORR-0153,"Hayer, Rajagopalan and Talwar",Food Processing,Watch,Q2,96.3,14.3,1.5,2.05,1.52,50.0,60.0,45.0,58.18,38.45
BORR-0154,Kohli-Divan,Steel,Healthy,Q2,230.12,11.06,1.5,2.05,1.52,50.0,60.0,45.0,88.66,80.6
BORR-0155,"Ahluwalia, Chhabra and Sandal",Steel,Healthy,Q2,244.19,12.64,1.5,2.05,1.52,50.0,60.0,45.0,91.7,90.86
BORR-0156,Goda Ltd,Auto Components,Healthy,Q2,90.15,13.38,1.5,2.05,1.52,50.0,60.0,45.0,49.51,33.54
BORR-0157,"Shetty, Bedi and Krish",Engineering,Healthy,Q2,1248.49,12.92,1.5,2.05,1.52,50.0,60.0,45.0,672.48,368.98
BORR-0158,Shan and Sons,Trading,Healthy,Q2,295.92,14.18,1.5,2.05,1.52,50.0,60.0,45.0,165.14,86.21
BORR-0159,Wali-Nadig,Steel,Watch,Q2,55.95,13.48,1.5,2.05,1.52,50.0,60.0,45.0,12.89,22.04
BORR-0160,Thaman-Sandhu,Manufacturing,Watch,Q2,362.4,13.4,1.5,2.05,1.52,50.0,60.0,45.0,204.18,134.01
BORR-0161,"Sehgal, Dutt and Soman",Food Processing,Healthy,Q2,72.01,12.72,1.5,2.05,1.52,50.0,60.0,45.0,46.12,30.76
BORR-0162,Lad-Kota,Auto Components,Healthy,Q2,408.88,12.9,1.5,2.05,1.52,50.0,60.0,45.0,69.67,134.92
BORR-0163,"Malhotra, Verma and Sundaram",Engineering,Watch,Q2,652.18,14.28,1.5,2.05,1.52,50.0,60.0,45.0,89.13,156.81
BORR-0164,"Khare, Maharaj and Sarraf",Renewable Energy,Healthy,Q2,79.33,11.8,1.5,2.05,1.52,50.0,60.0,45.0,53.1,28.13
BORR-0165,Mangal and Sons,Infrastructure,Stressed,Q2,538.28,16.2,1.5,2.05,1.52,50.0,60.0,45.0,328.92,139.45
BORR-0166,Nayak-Nagarajan,Renewable Energy,Watch,Q2,291.14,12.63,1.5,2.05,1.52,50.0,60.0,45.0,64.15,108.1
BORR-0167,"Buch, Devi and Dora",Renewable Energy,Healthy,Q2,449.26,11.83,1.5,2.05,1.52,50.0,60.0,45.0,77.39,99.4
BORR-0168,Rajagopal Ltd,Chemicals,Watch,Q2,1351.25,13.34,1.5,2.05,1.52,50.0,60.0,45.0,697.16,199.07
BORR-0169,Kala Inc,Textiles,Healthy,Q2,145.39,12.78,1.5,2.05,1.52,50.0,60.0,45.0,107.06,24.72
BORR-0170,Reddy-Narayanan,Trading,Healthy,Q2,85.43,11.22,1.5,2.05,1.52,50.0,60.0,45.0,50.0,28.2
BORR-0171,"Shukla, Sagar and Bhatia",Renewable Energy,Healthy,Q2,80.39,14.26,1.5,2.05,1.52,50.0,60.0,45.0,39.37,27.09
BORR-0172,Salvi Group,Trading,Healthy,Q2,76.87,12.68,1.5,2.05,1.52,50.0,60.0,45.0,38.66,12.11
BORR-0173,"Bahri, Rai and Sood",Steel,Healthy,Q2,172.51,12.66,1.5,2.05,1.52,50.0,60.0,45.0,84.73,38.15
BORR-0174,Pandey LLC,Steel,Healthy,Q2,254.24,10.23,1.5,2.05,1.52,50.0,60.0,45.0,82.94,119.73
BORR-0175,Saini-Yohannan,Infrastructure,Healthy,Q2,247.72,14.51,1.5,2.05,1.52,50.0,60.0,45.0,116.68,42.55
BORR-0176,"Kannan, Sura and Kanda",Construction,Healthy,Q2,422.47,12.82,1.5,2.05,1.52,50.0,60.0,45.0,210.72,198.24
BORR-0177,Sarin-Sunder,Construction,Watch,Q2,189.46,14.32,1.5,2.05,1.52,50.0,60.0,45.0,111.24,55.02
BORR-0178,Ramachandran LLC,Renewable Energy,Watch,Q2,837.25,14.0,1.5,2.05,1.52,50.0,60.0,45.0,133.46,271.53
BORR-0179,"Ravel, Gandhi and Sibal",Logistics,Watch,Q2,149.0,14.48,1.5,2.05,1.52,50.0,60.0,45.0,103.37,67.99
BORR-0180,Walla Inc,Food Processing,Healthy,Q2,2948.89,14.76,1.5,2.05,1.52,50.0,60.0,45.0,1905.95,446.76
