bank_utilization_pct,adhoc_limit_requests,credit_limit_reduction_pct,payment_defaults,non_core_repayment_pct,stock_variance_pct,sales_change_pct,ebitda_margin_change_pct,debtor_days_change,inventory_days_change,creditor_days_change,provision_change_pct,cma_variance_pct,unsecured_loan_change_pct,finance_cost_growth_gap_pct,lc_events,bg_events,rating_downgrade_notches,financial_performance_change_pct,auditor_change,management_change,promoter_pledge_pct,promoter_holding_decline_pct,related_party_change_pct,group_stress,statutory_delays,regulatory_event,litigation_cases,business_model_change,sector_growth_gap_pct,news_severity,complaint_severity,workforce_disruption_days,capacity_utilization_pct,site_visit_severity,round_tripping,esg_severity,carbon_emission_change_pct,depreciation_change_pct,inventory_valuation_change_pct,dscr,debt_to_tnw,current_ratio,Borrower_ID
49.23,1,0.0,0,6.48,7.74,2.15,-1.32,21.59,7.04,3.23,0.0,5.95,4.64,13.7,0,0,0,-1.44,False,False,16.59,7.29,0.0,False,0,False,0,False,11.15,1,0,2,89.07,0,False,1,5.85,7.69,8.43,1.92,1.07,1.91,BORR-0091
48.33,0,0.0,0,11.8,4.54,-6.18,1.03,8.24,-0.6,21.12,10.12,14.98,1.92,9.22,0,0,0,-9.5,False,False,10.73,11.29,0.0,False,1,False,1,False,0.0,0,0,1,85.15,0,False,0,0.0,5.45,2.49,2.08,1.41,1.71,BORR-0092
48.7,0,12.66,0,12.07,4.03,-4.47,0.44,16.22,-1.62,5.76,2.67,13.47,5.68,6.72,0,0,0,-5.1,False,False,9.09,6.36,0.0,False,0,False,0,False,9.45,0,0,1,83.36,1,False,0,0.0,10.89,4.42,1.87,0.98,1.83,BORR-0093
59.74,1,0.82,0,4.43,5.09,-12.32,0.4,22.17,19.15,2.67,5.11,0.0,7.91,19.68,0,1,0,-7.73,False,False,24.83,0.0,15.75,False,0,False,1,False,4.87,0,1,1,74.42,2,False,0,23.47,11.24,16.76,1.63,2.27,1.66,BORR-0094
57.75,0,8.59,0,15.91,10.49,-18.82,-0.69,20.33,6.61,1.7,17.69,11.35,17.13,9.78,0,1,0,-18.79,False,False,24.17,4.51,26.09,False,0,False,0,False,0.0,0,2,4,75.09,0,False,1,15.63,15.17,4.3,1.79,1.87,1.6,BORR-0095
77.86,1,19.76,3,32.5,14.0,-17.88,-2.91,23.03,35.22,13.76,54.87,22.49,25.57,7.32,0,1,0,-11.46,False,True,40.04,15.54,14.28,True,2,False,1,False,16.49,2,3,7,61.24,2,False,1,19.63,16.59,19.64,1.48,2.39,1.3,BORR-0096
58.23,0,2.51,0,3.81,1.39,-5.57,1.82,1.97,1.35,9.68,7.31,0.0,7.39,5.76,0,1,0,1.13,False,False,4.14,8.91,6.77,False,0,True,0,False,0.0,0,1,2,74.71,0,False,2,26.28,8.39,6.89,1.98,1.62,1.57,BORR-0097
50.64,1,0.0,0,12.54,5.55,-8.88,-0.21,-16.09,-1.6,-3.01,6.3,3.54,15.98,0.0,1,2,0,-3.52,False,False,11.79,13.28,3.89,False,0,False,1,False,18.18,0,0,3,94.65,0,False,0,7.63,14.66,13.79,1.85,1.33,1.67,BORR-0098
48.24,1,0.0,1,16.64,2.27,-9.82,-2.64,-6.99,5.51,-17.24,16.89,8.88,12.71,14.43,0,0,0,-2.76,False,False,8.54,0.0,14.98,False,0,False,2,False,3.96,0,2,1,77.64,0,False,0,13.47,4.34,2.48,1.7,1.13,1.53,BORR-0099
61.99,0,0.4,2,0.0,14.8,-3.69,-4.36,17.38,8.59,15.49,38.36,20.55,21.09,9.27,0,1,0,-2.72,False,True,13.36,2.72,14.45,False,0,False,0,False,8.1,1,0,5,67.42,0,False,0,24.0,9.16,11.39,1.7,2.47,1.46,BORR-0100
60.52,1,6.16,0,24.93,3.62,-15.84,-0.73,10.99,19.45,27.6,14.48,21.21,4.46,18.16,0,1,0,-7.75,False,True,10.68,6.41,20.56,False,1,False,1,False,11.95,0,0,1,64.07,0,False,0,12.86,11.02,15.22,1.72,1.95,1.7,BORR-0101
55.9,0,8.18,0,11.15,2.02,10.19,-2.25,7.01,-0.13,7.79,0.0,3.47,0.0,7.52,0,1,0,-15.61,False,False,19.21,5.48,1.68,False,1,False,0,False,3.21,0,1,2,80.17,0,False,0,0.0,11.11,7.76,1.94,1.68,1.91,BORR-0102
59.15,0,9.61,0,2.51,4.64,3.07,-2.11,3.77,20.04,5.17,1.57,15.05,7.44,0.0,0,0,1,1.45,False,False,-1.96,2.32,15.94,False,0,False,0,False,13.66,0,0,1,88.26,1,False,0,8.48,6.13,2.24,1.86,1.66,2.01,BORR-0103
51.14,1,0.0,0,9.2,3.94,3.75,-0.01,-9.44,6.85,3.45,0.0,11.18,3.08,2.86,0,0,1,-3.27,False,False,6.03,1.31,14.95,False,0,False,0,False,10.42,0,1,0,90.24,0,False,0,9.37,0.98,0.0,2.07,2.01,2.02,BORR-0104
66.04,1,11.9,2,2.05,14.27,-18.86,-2.23,8.99,16.68,13.73,0.0,18.93,10.22,19.11,0,1,0,-8.74,False,False,25.28,16.39,7.46,False,0,False,0,False,17.48,1,0,2,73.18,1,False,2,15.35,8.75,13.81,1.71,2.16,1.48,BORR-0105
49.55,0,2.11,1,0.0,6.74,-10.78,-2.18,15.34,9.22,22.6,24.25,18.26,0.0,12.23,0,0,1,-1.25,False,False,4.61,7.71,2.72,False,0,False,1,False,15.27,0,0,1,76.42,2,False,1,5.75,4.71,8.32,1.93,1.87,1.96,BORR-0106
56.86,0,0.0,0,0.0,6.8,-8.26,0.11,-1.81,19.0,-1.17,12.24,15.18,2.29,12.89,2,1,2,-9.9,False,False,6.02,2.5,13.57,False,0,False,0,False,2.1,0,1,1,81.56,0,False,0,5.21,8.63,6.6,2.22,1.45,2.1,BORR-0107
50.2,1,9.82,0,0.0,7.73,-19.7,-1.22,8.01,3.03,16.33,14.77,19.71,5.84,13.53,0,0,0,-7.42,False,False,5.65,0.0,16.11,False,0,False,0,False,4.09,1,0,0,88.43,0,False,0,4.7,5.04,16.09,1.86,1.95,1.77,BORR-0108
55.86,0,0.14,0,12.85,0.0,-6.65,1.2,11.55,2.09,1.22,33.85,0.0,7.41,0.0,1,0,0,2.82,False,False,17.74,2.05,5.75,False,0,True,0,False,22.24,0,1,3,81.67,0,False,0,0.0,12.41,3.98,1.86,1.31,1.94,BORR-0109
76.71,3,16.26,0,10.48,8.71,-14.38,-3.34,35.11,31.01,38.51,19.82,18.85,36.98,29.98,0,0,0,-23.47,False,False,36.59,13.59,24.32,False,1,False,2,False,20.96,1,1,10,58.21,3,False,2,22.45,9.11,29.96,1.42,2.96,1.24,BORR-0110
53.49,1,5.59,0,6.54,0.0,-3.03,-2.18,19.49,5.4,-3.51,8.88,0.0,12.73,8.68,0,1,0,1.04,False,False,2.17,7.51,11.39,True,1,False,0,False,8.85,1,0,1,88.77,1,False,0,4.58,7.92,3.44,2.05,1.25,1.87,BORR-0111
73.44,2,6.65,2,30.6,16.31,-12.34,-5.6,21.02,26.72,19.27,29.45,28.07,41.61,21.7,3,2,1,-14.85,False,False,40.46,5.55,15.16,False,2,True,2,False,16.59,2,1,3,58.75,1,False,2,19.53,7.02,13.63,1.36,3.38,1.22,BORR-0112
56.28,0,0.0,1,4.14,7.07,-6.89,0.53,-0.77,14.51,5.77,0.0,14.2,6.01,0.0,0,0,1,-2.09,False,False,7.11,4.73,7.88,True,0,False,0,False,15.06,0,0,2,86.68,0,False,1,5.44,0.94,3.96,2.03,1.57,1.84,BORR-0113
46.11,0,5.66,0,8.55,1.82,-4.1,-2.55,10.07,3.04,8.15,0.0,1.0,0.0,1.17,0,0,1,-6.42,False,False,9.75,4.22,16.93,False,0,False,0,False,2.92,0,0,0,80.78,0,False,1,10.88,8.07,1.1,1.89,1.58,1.72,BORR-0114
58.53,2,6.05,0,3.53,7.5,-3.09,-2.05,12.75,3.86,0.45,12.68,0.0,0.0,6.46,0,0,0,-7.04,False,False,12.35,7.02,4.56,False,0,False,0,False,0.0,1,0,1,78.77,2,False,0,8.78,5.56,11.1,1.89,1.11,1.9,BORR-0115
57.51,1,3.49,0,0.0,7.94,5.4,-0.31,2.74,1.66,7.91,0.0,7.0,18.97,0.0,0,0,1,-3.73,False,False,15.15,8.91,0.0,False,0,False,1,False,19.53,0,0,2,89.25,1,False,1,8.95,0.0,4.53,2.19,1.43,1.91,BORR-0116
50.91,1,0.0,2,9.19,2.94,2.74,-2.58,0.93,-17.39,1.57,25.86,0.0,0.0,9.79,1,0,0,-14.97,False,False,4.37,0.0,8.59,False,0,False,0,False,7.51,0,0,1,79.91,0,False,1,4.82,1.71,5.44,2.12,2.38,1.96,BORR-0117
48.26,0,2.14,0,0.0,8.66,-13.42,0.9,10.65,-0.62,4.87,29.48,14.67,8.09,4.72,0,0,2,-0.42,False,False,8.69,1.63,8.92,False,0,False,0,False,0.0,0,0,0,74.87,0,False,1,10.31,4.06,7.2,2.16,1.31,1.84,BORR-0118
61.21,2,0.0,0,6.88,9.66,0.06,-3.84,15.63,-2.16,8.69,0.0,19.01,24.32,10.84,1,1,0,-7.32,False,False,24.55,8.1,12.46,False,1,False,0,False,8.1,0,0,5,72.06,0,False,2,0.31,16.94,14.82,1.98,2.08,1.88,BORR-0119
72.77,0,7.42,0,4.89,9.43,-13.47,-1.82,16.08,6.37,13.79,34.56,16.85,22.27,10.42,0,1,0,-15.13,False,False,16.85,9.57,14.47,False,0,False,1,False,5.96,2,3,2,74.59,1,False,1,12.2,1.98,9.91,1.78,2.55,1.53,BORR-0120
54.59,1,11.08,1,12.0,8.65,-5.68,-4.17,13.56,12.14,15.2,20.72,19.07,24.44,15.44,1,3,0,-6.48,False,False,24.16,4.89,10.31,False,1,False,2,False,17.36,0,0,4,74.05,0,False,1,0.0,8.08,3.69,1.73,1.43,1.6,BORR-0121
52.58,1,0.48,1,5.93,1.17,-12.4,-0.58,-3.44,1.93,-1.96,16.37,24.01,0.0,0.0,0,0,0,-1.45,False,False,10.13,0.06,0.0,False,0,False,2,False,7.34,0,0,0,80.14,0,False,1,0.0,0.0,8.47,2.1,1.27,1.78,BORR-0122
91.32,4,17.22,1,34.44,14.61,-28.23,-6.4,43.38,35.53,38.33,40.66,30.0,26.01,42.39,0,2,1,-22.43,False,False,57.0,23.79,43.56,True,1,False,3,False,27.66,2,3,10,47.17,1,False,0,17.88,23.06,13.71,0.46,3.48,1.08,BORR-0123
78.94,3,11.19,1,17.15,16.81,-12.72,-4.48,16.36,39.67,29.0,40.93,22.45,39.13,13.3,0,1,1,-19.46,False,False,42.3,19.13,27.0,False,3,False,1,False,28.09,1,3,7,63.03,0,False,1,28.8,11.27,30.17,0.94,2.87,1.19,BORR-0124
51.6,0,9.86,1,9.2,0.0,3.09,-0.78,8.34,5.18,1.86,12.22,12.41,0.0,2.46,0,0,1,-5.02,True,False,5.14,1.51,3.66,False,1,False,1,False,0.74,1,0,2,74.74,0,False,0,2.29,3.63,0.0,1.58,1.46,1.93,BORR-0125
54.38,3,0.3,0,15.08,3.26,-18.21,-2.46,4.41,-0.27,6.33,6.55,5.38,0.0,0.0,1,0,0,1.61,False,False,5.41,3.44,18.31,False,0,False,0,False,4.77,0,2,1,92.52,0,False,0,11.65,4.24,5.9,1.8,1.33,1.68,BORR-0126
47.11,2,4.89,0,4.14,0.0,10.74,-3.45,15.49,-6.56,9.65,6.37,2.75,9.97,6.97,0,0,0,-7.81,False,False,11.67,4.46,1.11,False,0,False,0,False,5.79,1,0,0,79.43,1,False,0,13.07,8.42,5.42,1.78,1.33,1.37,BORR-0127
56.39,2,7.82,1,7.07,1.14,-16.92,-2.57,1.81,6.11,3.24,18.1,2.89,7.43,15.38,0,1,0,-8.0,False,False,6.29,7.78,5.84,False,0,True,0,False,7.75,0,0,1,76.22,0,False,0,1.79,3.61,0.0,1.93,1.44,1.93,BORR-0128
67.95,1,3.26,2,15.0,6.06,-14.23,-2.03,19.05,9.91,-6.95,3.37,20.67,0.0,21.38,2,2,0,-3.57,False,False,18.94,13.11,10.66,False,0,False,1,False,23.77,0,1,3,75.08,3,False,0,2.13,2.9,10.1,1.52,1.81,1.88,BORR-0129
66.79,1,4.9,0,15.22,11.52,-6.11,-5.28,3.73,6.28,8.71,28.92,9.87,7.44,7.91,1,0,0,-2.29,False,False,17.25,14.58,15.08,False,2,False,0,False,4.15,1,1,3,72.48,1,False,1,5.2,11.03,9.67,1.8,2.03,1.4,BORR-0130
62.88,2,12.24,0,8.79,12.73,-10.28,-1.42,24.45,17.78,16.18,7.02,15.23,10.67,9.92,0,0,1,-10.62,False,False,14.26,8.08,27.75,False,1,False,0,False,17.14,1,0,1,80.18,0,False,0,24.05,5.23,13.14,1.9,1.53,1.68,BORR-0131
51.12,0,0.0,0,13.26,3.93,2.29,-0.36,8.51,-4.92,2.97,20.73,8.58,14.6,19.75,1,0,1,-7.63,False,False,8.84,0.0,0.0,False,1,False,0,False,0.0,0,0,3,85.63,1,False,1,7.64,6.49,0.86,2.12,2.08,1.68,BORR-0132
50.8,2,4.16,1,0.0,3.01,6.69,-0.07,20.93,-4.52,14.58,22.15,0.0,5.04,5.7,1,1,0,-11.85,False,False,9.04,0.0,3.84,False,1,False,0,False,0.0,1,0,2,89.67,0,False,1,0.0,6.8,2.63,1.78,1.35,1.68,BORR-0133
52.74,1,0.18,0,0.0,3.94,5.47,-2.27,0.69,-4.2,6.24,24.24,25.77,10.85,7.55,2,0,0,-4.27,False,False,12.06,3.87,5.87,False,0,False,0,False,3.6,0,1,3,72.82,0,False,0,7.46,3.27,4.92,2.0,1.56,1.88,BORR-0134
51.41,1,4.92,0,3.45,13.61,-9.87,-2.41,3.17,-4.47,-11.67,6.62,9.44,7.47,5.41,0,1,0,-3.53,False,False,11.9,11.06,2.79,False,0,False,0,False,6.37,0,0,1,81.33,0,False,0,8.02,4.77,0.0,2.25,1.04,1.81,BORR-0135
47.29,0,7.83,0,1.33,5.15,-0.88,-3.16,-4.49,6.11,3.45,17.33,7.55,10.05,0.0,0,0,0,-6.62,False,False,5.92,0.08,12.01,False,0,False,0,False,0.0,0,0,0,84.62,0,False,0,5.46,7.96,5.08,2.36,0.93,1.85,BORR-0136
69.37,3,0.47,1,29.21,11.75,-17.43,-5.68,25.97,37.3,35.42,36.21,5.59,24.39,41.77,0,3,1,-17.4,False,False,39.27,9.9,34.19,True,0,False,1,False,7.59,3,0,4,61.55,1,False,0,31.72,16.57,22.41,1.36,3.48,1.03,BORR-0137
46.49,0,4.79,0,0.0,0.0,-6.96,-1.32,17.22,-9.7,9.32,0.0,13.74,0.0,18.29,0,0,0,-5.25,False,False,5.84,10.22,16.71,False,0,False,0,False,2.21,0,1,0,80.25,0,False,0,1.73,6.04,8.0,1.79,1.83,1.69,BORR-0138
69.41,1,14.9,1,30.63,7.5,-29.85,-1.86,23.35,16.08,7.87,30.12,23.76,35.15,11.01,3,1,2,-23.85,False,False,49.46,13.82,7.58,False,0,False,1,False,14.03,2,3,4,63.98,2,False,0,13.26,18.22,18.76,0.87,2.69,1.39,BORR-0139
53.33,2,4.27,1,0.0,8.73,-9.25,-1.52,2.46,28.38,8.23,0.0,19.82,21.57,19.94,0,0,0,-3.74,False,False,1.28,6.46,13.75,False,1,False,0,False,0.0,0,0,1,81.12,0,False,1,10.48,9.29,4.98,2.1,1.32,2.14,BORR-0140
58.44,0,17.53,1,19.53,12.98,-15.89,-2.15,15.77,26.72,13.13,14.77,5.06,17.4,14.7,2,1,0,-14.76,False,False,21.47,2.82,7.27,False,1,False,0,False,21.76,0,3,2,69.26,2,False,1,16.39,1.51,17.9,1.54,1.74,1.4,BORR-0141
59.6,1,12.5,1,12.6,9.69,3.2,-1.22,18.19,19.49,12.92,18.56,29.77,0.0,19.76,2,0,1,-8.97,False,False,18.93,4.49,0.0,True,0,False,0,False,11.7,0,0,1,84.07,0,False,0,16.91,12.64,15.92,1.87,1.97,1.92,BORR-0142
88.23,4,18.55,3,36.49,27.5,-26.48,-5.15,61.64,36.28,36.39,56.03,31.3,61.88,30.35,2,1,1,-23.86,False,False,57.31,19.71,23.74,False,2,False,4,False,35.36,0,4,5,48.82,3,False,2,34.79,19.19,19.06,0.86,3.92,0.84,BORR-0143
52.94,0,6.53,0,9.24,2.06,-2.89,-3.47,9.55,-1.91,14.5,38.72,0.72,13.34,1.05,0,0,0,-7.56,False,False,10.93,0.0,4.1,False,1,False,2,False,0.99,0,0,2,84.3,0,False,0,6.74,14.08,0.0,2.14,1.1,1.65,BORR-0144
52.64,0,3.11,0,0.0,4.27,4.79,3.22,3.85,-6.21,16.32,20.31,3.97,1.84,1.12,0,0,1,-5.47,False,False,1.59,2.12,0.0,False,2,False,0,False,6.43,0,0,2,82.44,0,False,0,9.79,3.09,0.0,2.04,1.37,1.81,BORR-0145
71.45,3,4.35,0,41.84,21.58,-20.51,-2.95,32.35,14.43,25.87,46.77,31.61,27.6,7.31,1,0,0,-23.63,True,False,44.11,7.68,12.22,True,0,False,1,False,32.57,1,1,4,70.09,1,False,1,13.36,13.45,27.13,1.23,2.81,0.85,BORR-0146
54.83,0,6.95,0,8.94,9.82,-9.57,-2.95,3.1,15.53,14.35,9.23,17.17,0.0,12.44,0,0,0,-9.34,False,False,15.66,8.64,2.96,False,1,False,0,False,8.86,0,0,0,96.44,0,False,0,8.76,11.95,0.0,1.77,1.35,2.05,BORR-0147
66.37,1,4.0,1,15.47,13.84,-7.04,-3.52,21.68,11.51,5.34,14.46,15.99,25.1,11.12,2,1,0,-8.18,False,False,21.93,12.6,21.14,False,0,False,0,False,4.25,0,2,4,77.74,0,True,0,5.97,5.6,16.26,1.66,2.14,1.53,BORR-0148
74.42,4,14.43,1,23.13,21.06,-28.18,-3.98,38.06,28.48,44.6,27.89,34.13,26.94,30.75,2,2,2,-16.29,False,False,32.59,17.59,23.83,True,0,False,0,False,16.78,4,0,4,60.03,3,False,1,20.26,28.9,11.76,0.95,3.17,0.97,BORR-0149
61.32,1,0.0,2,1.13,12.12,-20.48,-6.42,25.21,-3.58,12.81,14.9,11.22,19.14,7.42,2,0,2,-6.96,False,False,21.32,12.53,14.04,False,0,False,0,False,23.61,2,0,3,67.06,2,False,0,0.57,5.68,5.11,1.84,2.09,1.42,BORR-0150
66.9,0,0.0,1,20.7,5.47,-7.98,-2.63,27.61,3.99,12.78,11.49,15.64,21.33,7.61,1,0,1,-10.57,False,False,23.46,6.85,4.97,False,1,False,0,False,5.61,2,1,3,71.11,0,False,0,0.0,9.68,8.71,1.41,1.97,1.69,BORR-0151
80.14,2,8.13,1,17.91,12.8,-23.67,-5.13,35.14,29.97,23.39,14.07,16.65,22.8,12.16,1,1,0,-18.15,False,False,32.65,13.16,26.99,False,1,False,0,False,17.3,0,0,3,59.02,2,False,1,19.67,16.47,22.58,0.82,2.68,1.24,BORR-0152
66.02,0,19.49,0,17.77,15.6,-9.74,-4.61,23.41,17.56,5.79,24.27,23.98,27.82,12.0,0,1,0,-10.54,False,False,26.33,6.71,23.01,False,0,False,0,False,13.82,1,1,4,77.2,1,False,0,31.55,7.26,10.28,1.6,2.29,1.78,BORR-0153
53.92,0,5.51,0,7.35,7.89,-1.28,1.88,16.79,-0.24,12.56,0.0,14.34,2.83,0.0,0,0,0,-11.52,True,False,16.83,7.7,4.46,False,1,False,0,False,8.23,0,0,0,79.51,1,False,2,11.64,12.01,3.86,2.24,1.39,2.06,BORR-0154
52.39,0,6.54,1,0.0,6.1,-0.98,-1.27,12.58,9.99,5.72,3.11,17.37,12.63,0.0,0,0,0,-2.65,False,False,7.56,5.23,5.48,False,0,False,1,False,0.0,1,0,0,73.08,1,False,0,0.0,2.48,1.95,1.62,1.97,1.64,BORR-0155
52.79,1,2.7,1,0.0,0.95,-3.19,-2.77,8.38,10.7,13.7,0.0,27.47,15.67,6.49,0,0,0,-3.44,False,False,0.89,0.0,0.0,False,1,False,0,False,8.08,1,0,0,90.53,0,False,0,3.55,1.19,1.0,1.9,1.56,1.64,BORR-0156
50.51,1,2.79,0,12.47,0.0,-13.2,-1.85,11.73,19.73,11.27,23.06,11.28,1.15,11.39,0,0,0,-4.18,False,False,8.44,5.5,13.75,False,1,False,0,False,1.81,0,0,0,79.65,0,False,0,0.0,6.93,10.14,2.02,1.25,1.89,BORR-0157
53.12,0,3.72,1,6.51,3.66,-3.28,-4.35,7.4,9.06,2.08,8.31,0.0,0.0,8.08,0,0,0,-1.38,False,False,5.49,2.81,11.0,False,0,False,0,False,11.98,0,0,4,88.89,0,False,0,15.62,0.0,5.46,1.9,1.66,2.0,BORR-0158
66.15,0,8.21,1,0.0,11.3,-3.16,-2.96,29.71,19.13,18.55,33.08,18.17,0.0,8.76,0,0,1,-2.76,False,False,15.78,16.92,26.11,False,0,False,1,False,5.23,1,3,4,66.41,0,False,0,1.31,4.23,13.99,1.57,2.0,1.75,BORR-0159
58.67,1,0.0,2,0.0,13.54,-7.37,-2.8,15.66,14.17,17.26,40.89,36.89,18.9,0.0,1,2,0,-0.36,False,False,16.88,11.65,3.74,True,1,False,2,False,18.26,0,1,4,74.29,0,False,0,19.18,5.96,9.5,1.95,2.51,1.85,BORR-0160
51.09,0,9.15,0,0.0,13.36,-10.55,-1.45,-0.53,10.81,2.99,0.0,12.11,0.0,0.22,0,0,0,-14.28,False,False,8.13,9.01,4.0,False,0,False,0,False,5.2,0,0,0,87.0,1,False,0,2.02,0.68,3.11,2.03,2.0,1.76,BORR-0161
54.81,0,7.64,0,0.0,4.6,-5.34,-1.8,-3.66,-4.74,12.69,9.65,5.56,12.43,7.26,0,0,0,-9.35,False,False,5.23,4.16,0.0,False,1,False,0,False,11.06,0,0,3,86.36,0,False,1,14.71,0.97,2.46,1.71,1.57,1.93,BORR-0162
55.75,1,4.72,0,6.71,13.23,-25.89,-4.57,15.37,13.93,27.53,38.82,1.24,0.0,12.69,1,0,0,-12.12,False,False,22.15,3.81,8.82,False,0,False,2,False,5.99,0,0,1,75.63,1,False,2,27.82,3.18,8.51,1.5,1.78,1.3,BORR-0163
59.2,1,0.0,0,17.43,2.85,1.14,0.39,21.99,1.29,-20.78,4.38,10.27,15.15,8.78,0,0,0,-13.91,False,False,2.39,4.11,0.0,False,0,False,0,False,0.86,0,1,2,87.52,0,False,0,3.28,0.0,3.07,2.17,1.84,1.98,BORR-0164
68.53,2,18.42,1,33.59,8.34,-26.63,-8.41,22.64,12.74,38.78,26.41,31.8,28.18,21.53,2,2,1,-19.21,False,True,40.15,14.62,16.84,False,0,False,2,False,30.4,2,0,6,68.55,1,False,1,6.86,13.62,14.05,0.97,2.78,1.07,BORR-0165
72.96,0,11.98,2,9.19,5.85,-12.59,-1.26,11.53,12.21,17.19,29.31,0.0,23.15,10.75,2,1,1,-6.56,False,False,22.63,19.22,0.0,False,1,False,1,False,11.42,1,1,1,72.1,1,False,0,16.26,4.09,20.78,1.92,1.58,1.48,BORR-0166
41.07,2,0.0,1,0.0,7.78,-17.86,0.34,15.7,-5.7,8.63,22.71,4.32,14.74,0.0,0,0,0,1.74,False,True,16.68,6.99,2.17,False,0,False,0,False,6.48,0,0,1,89.28,0,False,0,0.0,8.66,13.59,2.14,2.07,1.92,BORR-0167
61.72,2,4.02,0,4.56,9.69,-23.7,-2.69,22.67,8.43,27.42,1.24,25.67,22.75,0.0,1,0,0,-9.85,False,False,20.36,8.51,11.27,False,0,False,1,False,11.85,0,1,4,64.59,1,False,1,16.06,12.48,7.84,1.6,1.96,1.37,BORR-0168
52.08,0,1.08,1,8.94,11.55,-5.02,-1.57,11.49,6.04,2.88,15.95,2.54,1.89,2.54,0,0,0,3.02,False,False,6.49,4.03,3.98,False,0,False,0,False,15.32,0,1,1,81.32,0,False,1,0.0,3.56,0.0,1.74,2.05,1.83,BORR-0169
48.59,1,1.05,0,13.26,4.16,-0.27,1.55,9.63,14.75,-1.72,4.32,1.91,11.14,3.81,0,0,1,-14.08,False,False,19.61,2.58,0.0,False,0,False,3,False,18.8,1,1,3,81.12,1,False,0,8.61,12.45,0.0,2.21,2.16,1.78,BORR-0170
46.05,1,0.97,0,0.0,0.0,-15.87,-4.52,22.96,21.73,-2.97,9.39,0.0,7.85,18.79,0,1,0,1.64,False,False,11.02,3.42,9.89,False,0,False,0,False,7.55,0,0,1,82.31,0,False,0,3.85,6.46,14.36,1.97,1.43,1.69,BORR-0171
51.38,1,7.84,0,15.44,8.6,8.24,-1.37,11.94,0.57,25.62,34.3,8.35,11.87,16.69,2,0,0,-1.58,False,False,-1.03,8.36,25.7,False,0,False,2,False,4.14,0,0,0,87.59,1,False,0,5.89,4.89,5.69,1.79,1.12,2.02,BORR-0172
57.95,1,8.36,1,0.0,3.85,-5.59,-1.33,-3.85,10.88,14.23,0.2,0.0,0.31,10.22,0,0,0,-6.73,False,False,14.11,11.18,0.0,False,0,False,0,False,0.0,0,0,1,78.61,0,True,0,15.83,8.18,5.01,1.88,1.52,1.91,BORR-0173
56.04,0,1.18,0,17.89,19.72,0.57,3.54,17.91,7.18,8.41,9.04,0.0,8.18,15.58,1,0,0,-6.01,False,False,3.91,0.0,0.0,False,0,False,0,False,0.03,1,0,1,83.88,1,False,0,0.8,8.32,12.37,1.86,1.76,1.95,BORR-0174
61.14,0,0.65,0,9.08,5.29,-7.25,-5.02,10.51,21.03,9.71,17.11,13.26,11.97,13.49,0,0,1,-1.77,False,False,7.42,5.57,10.79,False,0,False,1,False,10.96,0,0,1,86.09,0,False,1,10.96,4.45,4.6,1.82,1.95,1.78,BORR-0175
56.0,0,6.36,0,0.0,10.26,-3.82,-1.65,9.95,23.56,-8.11,19.28,0.27,7.8,4.64,0,0,0,-1.18,False,False,0.17,0.0,3.62,False,0,False,0,False,0.0,0,0,2,84.06,0,False,0,0.0,8.15,16.78,2.53,1.48,1.95,BORR-0176
53.6,2,14.51,1,17.76,11.04,-6.34,-4.64,7.57,3.8,22.38,7.68,8.06,21.38,10.61,0,0,0,-10.65,False,False,15.1,2.24,29.33,False,0,False,0,False,5.37,1,0,4,73.77,4,False,0,25.48,18.59,8.54,1.63,2.14,1.53,BORR-0177
60.94,0,11.13,2,1.02,7.68,-15.92,-4.01,15.76,3.78,10.0,13.05,33.84,0.0,11.15,1,1,0,-9.67,False,False,24.25,3.65,12.92,False,1,False,0,True,21.66,0,1,3,86.27,0,False,0,17.08,9.77,7.34,1.72,2.34,1.6,BORR-0178
61.57,2,9.95,1,15.02,6.8,-14.2,-4.95,12.3,-4.71,8.11,15.61,20.59,15.6,18.46,2,1,0,-2.0,False,False,22.71,17.59,2.06,False,2,False,1,False,3.54,0,0,0,66.59,2,True,0,4.04,10.82,0.0,1.6,1.68,1.79,BORR-0179
49.58,0,4.89,0,2.09,1.33,-14.29,-5.51,6.5,0.75,-5.43,24.37,14.09,7.72,16.73,0,0,0,-1.9,False,False,7.83,6.11,13.56,False,1,False,0,False,1.03,0,1,1,82.74,1,False,0,10.14,0.75,7.66,1.83,1.18,1.74,BORR-0180
50.62,0,2.76,0,0.18,3.04,6.04,-3.36,8.05,17.21,-4.5,14.42,1.23,2.95,0.48,0,0,1,-7.41,False,False,14.51,6.46,0.0,False,0,False,0,False,8.22,0,1,0,88.08,0,False,0,11.78,0.0,3.49,2.26,0.9,1.52,BORR-0181
52.95,0,4.09,0,18.6,0.01,-11.91,1.01,3.67,4.74,9.86,23.04,5.33,23.2,0.0,0,1,1,-0.25,False,False,4.38,1.14,15.88,False,0,False,0,False,0.0,0,0,1,79.84,0,False,0,0.0,4.97,0.93,1.87,1.73,1.95,BORR-0182
61.49,1,1.42,2,5.2,4.02,-1.63,-2.39,18.69,3.97,10.95,27.7,17.28,0.0,9.84,0,0,0,0.5,False,False,8.02,6.73,7.35,False,1,False,0,False,0.0,0,1,2,82.01,0,False,2,9.0,1.43,13.12,1.92,1.08,1.81,BORR-0183
