Borrower_ID,Indicator_ID,Indicator_Name,Category,Score,Severity,Critical_Indicator,Final_Status
BORR-0027,EWS-028,Litigation,Legal,50.0,Medium,True,Critical
BORR-0027,EWS-031,Adverse News,External Risk,40.0,Medium,False,Critical
BORR-0027,EWS-043,Current Ratio,Liquidity,50.0,Medium,False,Critical
BORR-0027,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0028,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0028,EWS-018,External Rating Downgrade,Rating,50.0,Medium,True,Critical
BORR-0028,EWS-028,Litigation,Legal,50.0,Medium,True,Critical
BORR-0028,CRITICAL-COMBO,Non-core repayment source + rising unsecured loans,Critical Combination,100.0,Critical,True,Critical
BORR-0029,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Green
BORR-0029,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Green
BORR-0029,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Green
BORR-0029,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Green
BORR-0029,EWS-030,Sector Growth Gap,Sector Risk,50.0,Medium,False,Green
BORR-0029,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Green
BORR-0030,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,50.0,Medium,False,Critical
BORR-0030,EWS-003,Credit Facility Reduction / Decline,Banking Behaviour,50.0,Medium,False,Critical
BORR-0030,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0030,EWS-006,Stock / Inventory Variance,Operations,50.0,Medium,False,Critical
BORR-0030,EWS-008,EBITDA Margin Deterioration,Financial Performance,75.0,High,False,Critical
BORR-0030,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Critical
BORR-0030,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Critical
BORR-0030,EWS-018,External Rating Downgrade,Rating,50.0,Medium,True,Critical
BORR-0030,EWS-022,Promoter Pledge,Promoter,50.0,Medium,True,Critical
BORR-0030,EWS-028,Litigation,Legal,75.0,High,True,Critical
BORR-0030,EWS-031,Adverse News,External Risk,40.0,Medium,False,Critical
BORR-0030,EWS-032,Customer Complaint Severity,Operational Risk,80.0,Critical,False,Critical
BORR-0030,EWS-033,Workforce Disruption,Operational Risk,50.0,Medium,False,Critical
BORR-0030,EWS-035,Adverse Site Visit,Operations,60.0,High,True,Critical
BORR-0030,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0030,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0030,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0031,EWS-003,Credit Facility Reduction / Decline,Banking Behaviour,50.0,Medium,False,Green
BORR-0031,EWS-009,Increase in Debtor Days,Working Capital,50.0,Medium,True,Green
BORR-0031,EWS-028,Litigation,Legal,50.0,Medium,True,Green
BORR-0031,EWS-030,Sector Growth Gap,Sector Risk,50.0,Medium,False,Green
BORR-0032,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0032,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0032,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0032,EWS-010,Increase in Inventory Days,Working Capital,50.0,Medium,False,Critical
BORR-0032,EWS-011,Increase in Creditor Days,Working Capital,50.0,Medium,True,Critical
BORR-0032,EWS-012,Increase in Provisions,Financial Performance,75.0,High,True,Critical
BORR-0032,EWS-014,Increase in Unsecured Loans,Leverage,50.0,Medium,True,Critical
BORR-0032,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Critical
BORR-0032,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0032,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0032,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0033,EWS-001,High Bank Utilization,Liquidity,50.0,Medium,False,Critical
BORR-0033,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,50.0,Medium,False,Critical
BORR-0033,EWS-003,Credit Facility Reduction / Decline,Banking Behaviour,50.0,Medium,False,Critical
BORR-0033,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0033,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0033,EWS-006,Stock / Inventory Variance,Operations,50.0,Medium,False,Critical
BORR-0033,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0033,EWS-009,Increase in Debtor Days,Working Capital,75.0,High,True,Critical
BORR-0033,EWS-010,Increase in Inventory Days,Working Capital,50.0,Medium,False,Critical
BORR-0033,EWS-011,Increase in Creditor Days,Working Capital,50.0,Medium,True,Critical
BORR-0033,EWS-012,Increase in Provisions,Financial Performance,75.0,High,True,Critical
BORR-0033,EWS-014,Increase in Unsecured Loans,Leverage,75.0,High,True,Critical
BORR-0033,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Critical
BORR-0033,EWS-018,External Rating Downgrade,Rating,50.0,Medium,True,Critical
BORR-0033,EWS-022,Promoter Pledge,Promoter,75.0,High,True,Critical
BORR-0033,EWS-023,Promoter Holding Decline,Promoter,50.0,Medium,False,Critical
BORR-0033,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0033,EWS-025,Group Company Stress,Group Risk,100.0,Critical,False,Critical
BORR-0033,EWS-030,Sector Growth Gap,Sector Risk,75.0,High,False,Critical
BORR-0033,EWS-033,Workforce Disruption,Operational Risk,50.0,Medium,False,Critical
BORR-0033,EWS-038,Carbon Emission Increase,Climate Risk,75.0,High,False,Critical
BORR-0033,EWS-040,Inventory Valuation Change,Financial Reporting,75.0,High,False,Critical
BORR-0033,EWS-041,DSCR,Debt Servicing,50.0,Medium,True,Critical
BORR-0033,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0033,EWS-043,Current Ratio,Liquidity,50.0,Medium,False,Critical
BORR-0033,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0034,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Green
BORR-0034,EWS-009,Increase in Debtor Days,Working Capital,50.0,Medium,True,Green
BORR-0034,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Green
BORR-0034,EWS-031,Adverse News,External Risk,40.0,Medium,False,Green
BORR-0034,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Green
BORR-0035,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0035,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0035,EWS-012,Increase in Provisions,Financial Performance,75.0,High,True,Critical
BORR-0035,EWS-023,Promoter Holding Decline,Promoter,50.0,Medium,False,Critical
BORR-0035,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0035,EWS-028,Litigation,Legal,50.0,Medium,True,Critical
BORR-0035,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0036,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0036,EWS-011,Increase in Creditor Days,Working Capital,50.0,Medium,True,Critical
BORR-0036,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Critical
BORR-0036,EWS-023,Promoter Holding Decline,Promoter,50.0,Medium,False,Critical
BORR-0036,EWS-030,Sector Growth Gap,Sector Risk,50.0,Medium,False,Critical
BORR-0036,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0036,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0037,EWS-006,Stock / Inventory Variance,Operations,50.0,Medium,False,Green
BORR-0038,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Green
BORR-0038,EWS-022,Promoter Pledge,Promoter,50.0,Medium,True,Green
BORR-0038,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Green
BORR-0038,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Green
BORR-0039,EWS-001,High Bank Utilization,Liquidity,50.0,Medium,False,Critical
BORR-0039,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,75.0,High,False,Critical
BORR-0039,EWS-003,Credit Facility Reduction / Decline,Banking Behaviour,50.0,Medium,False,Critical
BORR-0039,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0039,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0039,EWS-006,Stock / Inventory Variance,Operations,50.0,Medium,False,Critical
BORR-0039,EWS-008,EBITDA Margin Deterioration,Financial Performance,100.0,Critical,False,Critical
BORR-0039,EWS-009,Increase in Debtor Days,Working Capital,75.0,High,True,Critical
BORR-0039,EWS-010,Increase in Inventory Days,Working Capital,50.0,Medium,False,Critical
BORR-0039,EWS-011,Increase in Creditor Days,Working Capital,75.0,High,True,Critical
BORR-0039,EWS-012,Increase in Provisions,Financial Performance,75.0,High,True,Critical
BORR-0039,EWS-014,Increase in Unsecured Loans,Leverage,50.0,Medium,True,Critical
BORR-0039,EWS-015,Finance Cost Growth Gap,Financial Performance,75.0,High,False,Critical
BORR-0039,EWS-022,Promoter Pledge,Promoter,75.0,High,True,Critical
BORR-0039,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0039,EWS-028,Litigation,Legal,50.0,Medium,True,Critical
BORR-0039,EWS-030,Sector Growth Gap,Sector Risk,50.0,Medium,False,Critical
BORR-0039,EWS-035,Adverse Site Visit,Operations,40.0,Medium,True,Critical
BORR-0039,EWS-037,ESG Action / Event,ESG,40.0,Medium,False,Critical
BORR-0039,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0039,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0039,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0039,EWS-041,DSCR,Debt Servicing,50.0,Medium,True,Critical
BORR-0039,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0039,EWS-043,Current Ratio,Liquidity,50.0,Medium,False,Critical
BORR-0039,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0040,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,50.0,Medium,False,Critical
BORR-0040,EWS-009,Increase in Debtor Days,Working Capital,50.0,Medium,True,Critical
BORR-0040,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0041,EWS-001,High Bank Utilization,Liquidity,75.0,High,False,Critical
BORR-0041,EWS-003,Credit Facility Reduction / Decline,Banking Behaviour,50.0,Medium,False,Critical
BORR-0041,EWS-006,Stock / Inventory Variance,Operations,50.0,Medium,False,Critical
BORR-0041,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0041,EWS-009,Increase in Debtor Days,Working Capital,75.0,High,True,Critical
BORR-0041,EWS-010,Increase in Inventory Days,Working Capital,50.0,Medium,False,Critical
BORR-0041,EWS-011,Increase in Creditor Days,Working Capital,75.0,High,True,Critical
BORR-0041,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Critical
BORR-0041,EWS-014,Increase in Unsecured Loans,Leverage,50.0,Medium,True,Critical
BORR-0041,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Critical
BORR-0041,EWS-016,LC Events,Trade Finance,50.0,Medium,False,Critical
BORR-0041,EWS-022,Promoter Pledge,Promoter,75.0,High,True,Critical
BORR-0041,EWS-023,Promoter Holding Decline,Promoter,50.0,Medium,False,Critical
BORR-0041,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0041,EWS-027,Regulatory Event,Compliance,100.0,Critical,True,Critical
BORR-0041,EWS-028,Litigation,Legal,50.0,Medium,True,Critical
BORR-0041,EWS-030,Sector Growth Gap,Sector Risk,75.0,High,False,Critical
BORR-0041,EWS-031,Adverse News,External Risk,40.0,Medium,False,Critical
BORR-0041,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0041,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0041,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0041,EWS-041,DSCR,Debt Servicing,75.0,High,True,Critical
BORR-0041,EWS-042,Leverage,Leverage,75.0,High,False,Critical
BORR-0041,EWS-043,Current Ratio,Liquidity,50.0,Medium,False,Critical
BORR-0041,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0042,EWS-001,High Bank Utilization,Liquidity,50.0,Medium,False,Critical
BORR-0042,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,75.0,High,False,Critical
BORR-0042,EWS-003,Credit Facility Reduction / Decline,Banking Behaviour,50.0,Medium,False,Critical
BORR-0042,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0042,EWS-008,EBITDA Margin Deterioration,Financial Performance,75.0,High,False,Critical
BORR-0042,EWS-009,Increase in Debtor Days,Working Capital,75.0,High,True,Critical
BORR-0042,EWS-010,Increase in Inventory Days,Working Capital,50.0,Medium,False,Critical
BORR-0042,EWS-011,Increase in Creditor Days,Working Capital,75.0,High,True,Critical
BORR-0042,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Critical
BORR-0042,EWS-014,Increase in Unsecured Loans,Leverage,75.0,High,True,Critical
BORR-0042,EWS-022,Promoter Pledge,Promoter,75.0,High,True,Critical
BORR-0042,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0042,EWS-026,Statutory Payment Delay,Compliance,50.0,Medium,False,Critical
BORR-0042,EWS-028,Litigation,Legal,50.0,Medium,True,Critical
BORR-0042,EWS-030,Sector Growth Gap,Sector Risk,100.0,Critical,False,Critical
BORR-0042,EWS-032,Customer Complaint Severity,Operational Risk,80.0,Critical,False,Critical
BORR-0042,EWS-036,Round Tripping,Fraud Risk,100.0,Critical,True,Critical
BORR-0042,EWS-038,Carbon Emission Increase,Climate Risk,75.0,High,False,Critical
BORR-0042,EWS-039,Depreciation Change,Financial Performance,75.0,High,False,Critical
BORR-0042,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0042,EWS-041,DSCR,Debt Servicing,50.0,Medium,True,Critical
BORR-0042,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0042,EWS-043,Current Ratio,Liquidity,50.0,Medium,False,Critical
BORR-0042,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0043,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,75.0,High,False,Critical
BORR-0043,EWS-010,Increase in Inventory Days,Working Capital,75.0,High,False,Critical
BORR-0043,EWS-011,Increase in Creditor Days,Working Capital,50.0,Medium,True,Critical
BORR-0043,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Critical
BORR-0043,EWS-014,Increase in Unsecured Loans,Leverage,50.0,Medium,True,Critical
BORR-0043,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Critical
BORR-0043,EWS-022,Promoter Pledge,Promoter,50.0,Medium,True,Critical
BORR-0043,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0043,EWS-030,Sector Growth Gap,Sector Risk,50.0,Medium,False,Critical
BORR-0043,EWS-031,Adverse News,External Risk,40.0,Medium,False,Critical
BORR-0043,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0043,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0043,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0043,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0043,CRITICAL-COMBO,Non-core repayment source + rising unsecured loans,Critical Combination,100.0,Critical,True,Critical
BORR-0044,EWS-001,High Bank Utilization,Liquidity,50.0,Medium,False,Critical
BORR-0044,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,100.0,Critical,False,Critical
BORR-0044,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0044,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0044,EWS-006,Stock / Inventory Variance,Operations,50.0,Medium,False,Critical
BORR-0044,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0044,EWS-009,Increase in Debtor Days,Working Capital,50.0,Medium,True,Critical
BORR-0044,EWS-010,Increase in Inventory Days,Working Capital,50.0,Medium,False,Critical
BORR-0044,EWS-011,Increase in Creditor Days,Working Capital,75.0,High,True,Critical
BORR-0044,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Critical
BORR-0044,EWS-014,Increase in Unsecured Loans,Leverage,75.0,High,True,Critical
BORR-0044,EWS-015,Finance Cost Growth Gap,Financial Performance,75.0,High,False,Critical
BORR-0044,EWS-020,Auditor Change,Governance,100.0,Critical,False,Critical
BORR-0044,EWS-022,Promoter Pledge,Promoter,75.0,High,True,Critical
BORR-0044,EWS-023,Promoter Holding Decline,Promoter,50.0,Medium,False,Critical
BORR-0044,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0044,EWS-030,Sector Growth Gap,Sector Risk,50.0,Medium,False,Critical
BORR-0044,EWS-037,ESG Action / Event,ESG,60.0,High,False,Critical
BORR-0044,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0044,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0044,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0044,EWS-041,DSCR,Debt Servicing,50.0,Medium,True,Critical
BORR-0044,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0044,EWS-043,Current Ratio,Liquidity,50.0,Medium,False,Critical
BORR-0044,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0045,EWS-001,High Bank Utilization,Liquidity,50.0,Medium,False,Critical
BORR-0045,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0045,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0045,EWS-006,Stock / Inventory Variance,Operations,50.0,Medium,False,Critical
BORR-0045,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0045,EWS-009,Increase in Debtor Days,Working Capital,75.0,High,True,Critical
BORR-0045,EWS-010,Increase in Inventory Days,Working Capital,50.0,Medium,False,Critical
BORR-0045,EWS-011,Increase in Creditor Days,Working Capital,50.0,Medium,True,Critical
BORR-0045,EWS-012,Increase in Provisions,Financial Performance,75.0,High,True,Critical
BORR-0045,EWS-014,Increase in Unsecured Loans,Leverage,50.0,Medium,True,Critical
BORR-0045,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Critical
BORR-0045,EWS-016,LC Events,Trade Finance,50.0,Medium,False,Critical
BORR-0045,EWS-022,Promoter Pledge,Promoter,75.0,High,True,Critical
BORR-0045,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0045,EWS-026,Statutory Payment Delay,Compliance,100.0,Critical,False,Critical
BORR-0045,EWS-030,Sector Growth Gap,Sector Risk,50.0,Medium,False,Critical
BORR-0045,EWS-031,Adverse News,External Risk,40.0,Medium,False,Critical
BORR-0045,EWS-032,Customer Complaint Severity,Operational Risk,40.0,Medium,False,Critical
BORR-0045,EWS-035,Adverse Site Visit,Operations,40.0,Medium,True,Critical
BORR-0045,EWS-037,ESG Action / Event,ESG,60.0,High,False,Critical
BORR-0045,EWS-038,Carbon Emission Increase,Climate Risk,100.0,Critical,False,Critical
BORR-0045,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0045,EWS-040,Inventory Valuation Change,Financial Reporting,75.0,High,False,Critical
BORR-0045,EWS-041,DSCR,Debt Servicing,75.0,High,True,Critical
BORR-0045,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0045,EWS-043,Current Ratio,Liquidity,50.0,Medium,False,Critical
BORR-0045,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0046,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0046,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0046,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0046,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Critical
BORR-0046,EWS-022,Promoter Pledge,Promoter,50.0,Medium,True,Critical
BORR-0046,EWS-023,Promoter Holding Decline,Promoter,50.0,Medium,False,Critical
BORR-0046,EWS-030,Sector Growth Gap,Sector Risk,50.0,Medium,False,Critical
BORR-0046,EWS-031,Adverse News,External Risk,40.0,Medium,False,Critical
BORR-0046,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0046,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0046,EWS-041,DSCR,Debt Servicing,50.0,Medium,True,Critical
BORR-0046,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0046,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0047,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,50.0,Medium,False,Critical
BORR-0047,EWS-009,Increase in Debtor Days,Working Capital,50.0,Medium,True,Critical
BORR-0047,EWS-015,Finance Cost Growth Gap,Financial Performance,75.0,High,False,Critical
BORR-0047,EWS-022,Promoter Pledge,Promoter,50.0,Medium,True,Critical
BORR-0047,EWS-026,Statutory Payment Delay,Compliance,50.0,Medium,False,Critical
BORR-0047,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0047,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0047,EWS-041,DSCR,Debt Servicing,50.0,Medium,True,Critical
BORR-0047,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0047,EWS-043,Current Ratio,Liquidity,50.0,Medium,False,Critical
BORR-0047,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0048,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Green
BORR-0048,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Green
BORR-0048,EWS-025,Group Company Stress,Group Risk,100.0,Critical,False,Green
BORR-0048,EWS-038,Carbon Emission Increase,Climate Risk,75.0,High,False,Green
BORR-0049,EWS-001,High Bank Utilization,Liquidity,50.0,Medium,False,Critical
BORR-0049,EWS-002,Adhoc / Temporary Limit Requests,Banking Behaviour,100.0,Critical,False,Critical
BORR-0049,EWS-003,Credit Facility Reduction / Decline,Banking Behaviour,50.0,Medium,False,Critical
BORR-0049,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0049,EWS-006,Stock / Inventory Variance,Operations,50.0,Medium,False,Critical
BORR-0049,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Critical
BORR-0049,EWS-009,Increase in Debtor Days,Working Capital,50.0,Medium,True,Critical
BORR-0049,EWS-010,Increase in Inventory Days,Working Capital,50.0,Medium,False,Critical
BORR-0049,EWS-011,Increase in Creditor Days,Working Capital,50.0,Medium,True,Critical
BORR-0049,EWS-012,Increase in Provisions,Financial Performance,75.0,High,True,Critical
BORR-0049,EWS-014,Increase in Unsecured Loans,Leverage,75.0,High,True,Critical
BORR-0049,EWS-015,Finance Cost Growth Gap,Financial Performance,100.0,Critical,False,Critical
BORR-0049,EWS-017,BG Events,Trade Finance,50.0,Medium,False,Critical
BORR-0049,EWS-020,Auditor Change,Governance,100.0,Critical,False,Critical
BORR-0049,EWS-022,Promoter Pledge,Promoter,75.0,High,True,Critical
BORR-0049,EWS-024,Related Party Transaction Increase,Governance,50.0,Medium,False,Critical
BORR-0049,EWS-025,Group Company Stress,Group Risk,100.0,Critical,False,Critical
BORR-0049,EWS-028,Litigation,Legal,75.0,High,True,Critical
BORR-0049,EWS-033,Workforce Disruption,Operational Risk,50.0,Medium,False,Critical
BORR-0049,EWS-036,Round Tripping,Fraud Risk,100.0,Critical,True,Critical
BORR-0049,EWS-038,Carbon Emission Increase,Climate Risk,75.0,High,False,Critical
BORR-0049,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0049,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0049,EWS-041,DSCR,Debt Servicing,75.0,High,True,Critical
BORR-0049,EWS-042,Leverage,Leverage,50.0,Medium,False,Critical
BORR-0049,EWS-043,Current Ratio,Liquidity,75.0,High,False,Critical
BORR-0049,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0050,EWS-004,Payment Defaults,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0050,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Critical
BORR-0050,EWS-022,Promoter Pledge,Promoter,50.0,Medium,True,Critical
BORR-0050,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0050,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Critical
BORR-0050,CRITICAL-COMBO,Stretched debtors + rising provisions,Critical Combination,100.0,Critical,True,Critical
BORR-0051,EWS-005,Non-Core Repayment Source,Repayment Behaviour,50.0,Medium,True,Critical
BORR-0051,EWS-014,Increase in Unsecured Loans,Leverage,50.0,Medium,True,Critical
BORR-0051,EWS-022,Promoter Pledge,Promoter,50.0,Medium,True,Critical
BORR-0051,EWS-038,Carbon Emission Increase,Climate Risk,50.0,Medium,False,Critical
BORR-0051,EWS-039,Depreciation Change,Financial Performance,50.0,Medium,False,Critical
BORR-0051,CRITICAL-COMBO,Non-core repayment source + rising unsecured loans,Critical Combination,100.0,Critical,True,Critical
BORR-0052,EWS-003,Credit Facility Reduction / Decline,Banking Behaviour,50.0,Medium,False,Green
BORR-0052,EWS-008,EBITDA Margin Deterioration,Financial Performance,50.0,Medium,False,Green
BORR-0052,EWS-011,Increase in Creditor Days,Working Capital,50.0,Medium,True,Green
BORR-0052,EWS-012,Increase in Provisions,Financial Performance,50.0,Medium,True,Green
BORR-0052,EWS-014,Increase in Unsecured Loans,Leverage,50.0,Medium,True,Green
BORR-0052,EWS-015,Finance Cost Growth Gap,Financial Performance,50.0,Medium,False,Green
BORR-0052,EWS-022,Promoter Pledge,Promoter,50.0,Medium,True,Green
BORR-0052,EWS-028,Litigation,Legal,50.0,Medium,True,Green
BORR-0052,EWS-040,Inventory Valuation Change,Financial Reporting,50.0,Medium,False,Green
BORR-0052,EWS-041,DSCR,Debt Servicing,50.0,Medium,True,Green
